T,T1,code,name,boards_T,theme,amount_yi,yizi,gonggao,natural,open_pct_T1,open_T1,high_T1,low_T1,close_T1,prev_close_T1,cont_T1,in_zt_T1,dead_h,dead_names,down_h,anchor_type,anchor_name
2026-01-30,2026-02-02,603103,横店影视,2,文化传媒,3.1,False,False,True,10.0,28.05,28.05,28.05,28.05,25.5,True,True,8,白银有色8,2,anchor_nat_yizi,万丰股份
2026-01-30,2026-02-02,603172,万丰股份,2,化工,0.38,True,False,True,9.99,28.3,28.3,28.3,28.3,25.73,True,True,8,白银有色8,2,anchor_nat_yizi,万丰股份
2026-02-02,2026-02-03,000995,皇台酒业,3,酿酒,10.5,False,False,True,-1.71,17.22,19.27,17.22,19.27,17.52,True,True,5,湖南黄金5,3,anchor_nat_yizi,万丰股份
2026-02-02,2026-02-03,603103,横店影视,3,文化传媒,0.75,True,False,True,10.02,30.86,30.86,30.27,30.86,28.05,True,True,5,湖南黄金5,3,anchor_nat_yizi,万丰股份
2026-02-02,2026-02-03,603172,万丰股份,3,化工,1.49,True,False,True,10.0,31.13,31.13,25.74,31.13,28.3,True,True,5,湖南黄金5,3,anchor_nat_yizi,万丰股份
2026-02-04,2026-02-05,000533,顺钠股份,3,智能电网,10.43,False,False,True,0.45,11.2,11.5,10.61,10.78,11.15,False,False,4,皇台酒业4、横店影视4、万丰股份4,3,anchor_reorg,民爆光电
2026-02-04,2026-02-05,301362,民爆光电,3,并购重组,4.38,True,True,False,10.12,85.61,93.29,85.0,93.29,77.74,True,True,4,皇台酒业4、横店影视4、万丰股份4,3,anchor_reorg,民爆光电
2026-02-05,2026-02-06,600683,京投发展,3,地产链,4.46,False,False,True,0.0,6.6,7.07,5.96,6.05,6.6,False,False,4,名雕股份4、杭电股份4,3,anchor_reorg,韩建河山
2026-02-05,2026-02-06,603616,韩建河山,3,并购重组,0.2,True,True,False,9.95,8.29,8.29,8.03,8.29,7.54,True,True,4,名雕股份4、杭电股份4,3,anchor_reorg,韩建河山
2026-02-06,2026-02-09,002506,协鑫集成,3,光伏,74.98,False,False,True,9.61,5.02,5.04,4.75,5.04,4.58,True,True,3,京投发展3,3,anchor_reorg,凯龙高科
2026-02-06,2026-02-09,300912,凯龙高科,3,并购重组,0.6,True,True,False,20.0,41.16,41.16,41.16,41.16,34.3,True,True,3,京投发展3,3,anchor_reorg,凯龙高科
2026-02-06,2026-02-09,600814,杭州解百,3,零售,7.46,False,False,True,,,,,,,False,False,3,京投发展3,3,anchor_reorg,凯龙高科
2026-02-10,2026-02-11,002455,百川股份,3,化工,1.23,True,False,True,7.64,14.51,14.83,14.25,14.83,13.48,True,True,4,协鑫集成4,3,anchor_nat_yizi,百川股份
2026-02-12,2026-02-13,002323,雅博股份,4,光伏,8.37,False,False,True,2.29,2.68,2.75,2.36,2.36,2.62,False,False,4,百川股份4,4,anchor_nat_yizi,掌阅科技
2026-02-12,2026-02-13,600589,大位科技,4,算力,3.45,True,False,True,10.03,15.25,15.25,12.88,13.19,13.86,False,False,4,百川股份4,4,anchor_nat_yizi,掌阅科技
2026-02-12,2026-02-13,603533,掌阅科技,4,AI应用,4.03,True,False,True,5.94,36.23,37.62,36.0,37.62,34.2,True,True,4,百川股份4,4,anchor_nat_yizi,掌阅科技
2026-02-12,2026-02-13,605287,德才股份,4,AI应用,18.01,False,False,True,-2.76,65.5,67.94,60.62,60.62,67.36,False,False,4,百川股份4,4,anchor_nat_yizi,掌阅科技
2026-02-24,2026-02-25,001896,豫能控股,4,算力,0.42,True,True,False,4.69,10.5,11.03,9.88,11.03,10.03,True,True,5,掌阅科技5,4,anchor_nat_yizi,美邦股份
2026-02-24,2026-02-25,605033,美邦股份,4,农业,0.94,True,False,True,9.99,34.69,34.69,28.39,29.45,31.54,False,False,5,掌阅科技5,4,anchor_nat_yizi,美邦股份
2026-02-25,2026-02-26,000545,金浦钛业,2,化工,5.41,False,False,True,1.75,3.48,3.56,3.32,3.35,3.42,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,000636,风华高科,2,元器件,44.42,False,False,True,-1.6,25.231,26.471,24.611,25.631,25.641,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,001396,誉帆科技,2,AI应用,1.81,False,False,True,1.17,56.312,61.252,55.322,56.472,55.662,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,002470,金正大,2,化工,2.47,False,False,True,10.16,2.82,2.82,2.82,2.82,2.56,True,True,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,002811,郑中设计,2,AI应用,3.38,False,False,True,,,,,,,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,600078,澄星股份,2,化工,2.82,True,False,True,10.03,14.81,14.81,14.6,14.81,13.46,True,True,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,600096,云天化,2,化工,73.78,False,False,True,0.23,43.4,44.84,42.51,44.55,43.3,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,600397,江钨装备,2,有色金属,30.36,False,False,True,2.03,19.12,20.44,19.03,19.57,18.74,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
