T,T1,code,name,boards_T,theme,amount_yi,yizi,gonggao,natural,open_pct_T1,open_T1,high_T1,low_T1,close_T1,prev_close_T1,cont_T1,in_zt_T1,dead_h,dead_names,down_h,anchor_type,anchor_name
2026-02-25,2026-02-26,600470,六国化工,2,化工,1.5,False,False,True,9.44,8.58,8.58,7.56,7.7,7.84,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,600759,洲际油气,2,石油石化,54.8,False,False,True,0.0,5.97,6.51,5.96,6.07,5.97,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,601872,招商轮船,2,航运,30.87,False,False,True,-0.75,14.64,15.79,14.63,15.6,14.75,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,603077,和邦生物,2,化工,10.0,False,False,True,6.25,3.06,3.1,2.85,2.9,2.88,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,603601,再升科技,2,化工,20.58,False,False,True,0.61,13.1,13.5,12.8,13.23,13.02,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-25,2026-02-26,605178,时空科技,2,芯片,5.41,False,True,False,1.86,76.17,76.93,71.48,71.99,74.78,False,False,4,美邦股份4,2,anchor_nat_yizi,澄星股份
2026-02-26,2026-02-27,002470,金正大,3,化工,0.83,True,False,True,4.96,2.96,3.1,2.9,3.1,2.82,True,True,4,汉缆股份4,3,anchor_nat_yizi,金正大
2026-02-26,2026-02-27,600078,澄星股份,3,化工,6.58,False,False,True,-3.24,14.33,14.95,13.76,14.16,14.81,False,False,4,汉缆股份4,3,anchor_nat_yizi,金正大
2026-03-02,2026-03-03,000035,中国天楹,2,化工,9.63,False,False,True,-0.91,7.64,7.97,6.94,7.37,7.71,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,000510,新金路,2,有色金属,14.48,False,False,True,4.28,23.41,23.5,20.48,20.93,22.45,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,000960,锡业股份,2,有色金属,61.9,False,False,True,-6.41,45.44,46.73,43.67,43.67,48.55,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,002155,湖南黄金,2,黄金,107.3,False,False,True,-1.8,40.43,43.37,39.91,40.38,41.17,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,002356,赫美集团,2,化工,7.65,False,False,True,0.43,4.66,4.86,4.41,4.49,4.64,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,002842,翔鹭钨业,2,有色金属,32.07,False,False,True,0.0,45.72,48.5,43.22,43.68,45.72,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,002980,华盛昌,2,并购重组,0.64,True,True,False,10.01,35.06,35.06,32.96,35.06,31.87,True,True,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,600108,亚盛集团,2,有色金属,3.07,True,False,True,10.07,4.81,4.81,4.61,4.81,4.37,True,True,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,600259,中稀有色,2,稀土永磁,30.76,False,False,True,-3.17,108.73,111.44,101.06,101.06,112.29,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,600301,华锡有色,2,有色金属,7.04,False,False,True,-0.34,71.0,77.77,69.82,70.99,71.24,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,600452,涪陵电力,2,电力,12.15,False,False,True,-1.85,14.34,14.6,13.47,13.62,14.61,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,600498,烽火通信,2,通信,19.84,False,False,True,3.0,58.41,60.21,55.0,56.13,56.71,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,603257,中国瑞林,2,稀土永磁,7.63,False,False,True,,,,,,,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,603318,水发燃气,2,天然气,6.88,False,False,True,9.98,9.7,9.7,9.7,9.7,8.82,True,True,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,603353,和顺石油,2,石油石化,9.38,False,False,True,3.58,48.0,50.97,47.0,50.97,46.34,True,True,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,603629,利通电子,2,算力,27.9,False,False,True,-4.09,61.74,65.66,57.98,58.1,64.37,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,603738,泰晶科技,2,元器件,17.07,False,False,True,1.0,24.2,24.75,22.5,23.0,23.96,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-02,2026-03-03,603897,长城科技,2,智能电网,6.23,False,False,True,0.0,33.7,35.35,33.18,33.44,33.7,False,False,4,金正大4,2,anchor_nat_yizi,亚盛集团
2026-03-03,2026-03-04,002980,华盛昌,3,并购重组,14.98,False,True,False,-0.23,34.98,35.04,32.4,34.02,35.06,False,False,3,泰嘉股份3、长源东谷3,3,anchor_nat_yizi,水发燃气
2026-03-03,2026-03-04,600108,亚盛集团,3,有色金属,22.49,False,False,True,0.21,4.82,5.29,4.45,5.29,4.81,True,True,3,泰嘉股份3、长源东谷3,3,anchor_nat_yizi,水发燃气
2026-03-03,2026-03-04,603318,水发燃气,3,天然气,1.35,True,False,True,10.0,10.67,10.67,9.79,10.67,9.7,True,True,3,泰嘉股份3、长源东谷3,3,anchor_nat_yizi,水发燃气
2026-03-03,2026-03-04,603353,和顺石油,3,石油石化,9.82,False,False,True,5.94,54.0,54.0,45.87,46.49,50.97,False,False,3,泰嘉股份3、长源东谷3,3,anchor_nat_yizi,水发燃气
2026-03-05,2026-03-06,000533,顺钠股份,2,智能电网,1.08,True,False,True,9.98,14.88,14.88,14.88,14.88,13.53,True,True,4,亚盛集团4、水发燃气4,2,anchor_nat_yizi,顺钠股份
2026-03-05,2026-03-06,002339,积成电子,2,智能电网,14.97,False,False,True,2.29,12.98,13.3,12.47,13.09,12.69,False,False,4,亚盛集团4、水发燃气4,2,anchor_nat_yizi,顺钠股份
2026-03-05,2026-03-06,002498,汉缆股份,2,智能电网,5.76,False,False,True,6.71,9.54,9.83,9.39,9.83,8.94,True,True,4,亚盛集团4、水发燃气4,2,anchor_nat_yizi,顺钠股份
2026-03-05,2026-03-06,002877,智能自控,2,人工智能,4.0,False,False,True,-0.92,10.79,11.6,10.58,10.9,10.89,False,False,4,亚盛集团4、水发燃气4,2,anchor_nat_yizi,顺钠股份
2026-03-05,2026-03-06,300265,通光线缆,2,智能电网,32.8,False,False,True,1.91,21.87,21.99,20.42,20.61,21.46,False,False,4,亚盛集团4、水发燃气4,2,anchor_nat_yizi,顺钠股份
2026-03-05,2026-03-06,600545,卓郎智能,2,人工智能,0.71,True,False,True,6.1,4.0,4.15,3.83,4.15,3.77,True,True,4,亚盛集团4、水发燃气4,2,anchor_nat_yizi,顺钠股份
2026-03-05,2026-03-06,605268,王力安防,2,地产链,0.47,True,False,True,10.02,13.94,13.94,13.94,13.94,12.67,True,True,4,亚盛集团4、水发燃气4,2,anchor_nat_yizi,顺钠股份
2026-03-11,2026-03-12,000537,绿发电力,2,电力,12.49,False,False,True,9.16,12.28,12.39,11.82,12.39,11.25,True,True,5,王力安防5,2,anchor_two,黄河旋风
2026-03-11,2026-03-12,000839,国安股份,2,AI应用,23.19,False,False,True,4.52,4.16,4.26,3.86,3.89,3.98,False,False,5,王力安防5,2,anchor_two,黄河旋风
2026-03-11,2026-03-12,600108,亚盛集团,2,农业,23.83,False,False,True,1.98,6.7,7.17,6.51,6.96,6.57,False,False,5,王力安防5,2,anchor_two,黄河旋风
2026-03-11,2026-03-12,600172,黄河旋风,2,金刚石概念,28.66,False,False,True,0.99,11.2,11.59,10.59,10.89,11.09,False,False,5,王力安防5,2,anchor_two,黄河旋风
2026-03-11,2026-03-12,600726,华电能源,2,电力,13.02,False,False,True,2.83,3.63,3.88,3.63,3.88,3.53,True,True,5,王力安防5,2,anchor_two,黄河旋风
2026-03-11,2026-03-12,600769,祥龙电业,2,水务,5.91,False,False,True,0.0,15.02,15.36,14.59,14.7,15.02,False,False,5,王力安防5,2,anchor_two,黄河旋风
2026-03-11,2026-03-12,603421,鼎信通讯,2,智能电网,9.69,False,False,True,-3.36,9.79,10.2,9.52,9.66,10.13,False,False,5,王力安防5,2,anchor_two,黄河旋风
2026-03-11,2026-03-12,603803,瑞斯康达,2,通信,5.49,False,False,True,-3.22,11.71,13.31,11.62,12.5,12.1,False,False,5,王力安防5,2,anchor_two,黄河旋风
2026-03-12,2026-03-13,002150,正泰电源,2,储能,7.45,False,False,True,1.08,32.9,34.88,32.61,33.43,32.55,False,False,4,宁波建工4,2,anchor_two,中国能建
2026-03-12,2026-03-13,600722,金牛化工,2,化工,24.41,False,False,True,3.9,16.0,16.94,15.89,16.94,15.4,True,True,4,宁波建工4,2,anchor_two,中国能建
2026-03-12,2026-03-13,601016,节能风电,2,储能,34.7,False,False,True,4.06,4.61,4.75,4.3,4.42,4.43,False,False,4,宁波建工4,2,anchor_two,中国能建
2026-03-12,2026-03-13,601330,绿色动力,2,垃圾发电,9.95,False,False,True,,,,,,,False,False,4,宁波建工4,2,anchor_two,中国能建
2026-03-12,2026-03-13,601868,中国能建,2,智能电网,174.58,False,False,True,0.0,3.8,3.94,3.61,3.74,3.8,False,False,4,宁波建工4,2,anchor_two,中国能建
2026-03-16,2026-03-17,600227,赤天化,2,化工,20.9,False,False,True,-4.37,4.6,5.29,4.6,5.29,4.81,True,True,4,华电能源4,2,anchor_two,赤天化
2026-03-16,2026-03-17,600683,京投发展,2,地产链,2.31,False,False,True,9.96,10.6,10.6,10.28,10.6,9.64,True,True,4,华电能源4,2,anchor_two,赤天化
2026-03-16,2026-03-17,603248,锡华科技,2,风电,11.8,False,False,True,-0.71,30.8,34.12,30.49,34.12,31.02,True,True,4,华电能源4,2,anchor_two,赤天化
2026-03-16,2026-03-17,603929,亚翔集成,2,芯片,14.1,False,False,True,4.45,161.8,170.4,153.03,170.4,154.91,True,True,4,华电能源4,2,anchor_two,赤天化
2026-03-19,2026-03-20,000020,深华发Ａ,4,地产链,0.69,True,False,True,10.0,23.33,23.33,23.33,23.33,21.21,True,True,5,三房巷5,4,anchor_nat_yizi,深华发Ａ
2026-03-19,2026-03-20,600396,华电辽能,4,风电,10.29,False,False,True,7.21,6.1,6.26,5.58,6.26,5.69,True,True,5,三房巷5,4,anchor_nat_yizi,深华发Ａ
2026-03-26,2026-03-27,000720,新能泰山,3,智能电网,1.06,True,False,True,8.38,5.43,5.51,5.42,5.51,5.01,True,True,8,华电辽能8,3,anchor_nat_yizi,新能泰山
2026-03-26,2026-03-27,000722,湖南发展,3,电力,20.21,False,False,True,1.65,18.53,19.64,16.76,16.91,18.23,False,False,8,华电辽能8,3,anchor_nat_yizi,新能泰山
2026-03-26,2026-03-27,002192,融捷股份,3,锂电池,28.4,False,False,True,3.42,73.11,77.78,72.5,77.78,70.69,True,True,8,华电辽能8,3,anchor_nat_yizi,新能泰山
2026-03-26,2026-03-27,603538,美诺华,3,医药,10.14,False,False,True,6.51,37.94,39.18,37.17,39.18,35.62,True,True,8,华电辽能8,3,anchor_nat_yizi,新能泰山
2026-03-31,2026-04-01,000008,神州高铁,2,轨道交通,5.24,False,False,True,10.09,3.6,3.6,3.24,3.27,3.27,False,False,5,美诺华5,2,anchor_two,平潭发展
2026-03-31,2026-04-01,000592,平潭发展,2,海峡两岸,55.7,False,False,True,-0.47,12.72,12.72,11.9,12.02,12.78,False,False,5,美诺华5,2,anchor_two,平潭发展
2026-03-31,2026-04-01,002578,闽发铝业,2,海峡两岸,3.73,False,False,True,,,,,,,False,False,5,美诺华5,2,anchor_two,平潭发展
2026-03-31,2026-04-01,002634,棒杰股份,2,光伏,3.12,False,False,True,-1.01,8.85,9.45,8.71,9.17,8.94,False,False,5,美诺华5,2,anchor_two,平潭发展
2026-03-31,2026-04-01,301008,宏昌科技,2,两轮车,11.59,False,False,True,16.67,49.34,49.5,43.29,44.56,42.29,False,False,5,美诺华5,2,anchor_two,平潭发展
2026-03-31,2026-04-01,600502,安徽建工,2,基础建设,9.49,False,False,True,,,,,,,False,False,5,美诺华5,2,anchor_two,平潭发展
2026-04-01,2026-04-02,002560,通达股份,2,年报增长,9.81,False,False,True,9.44,12.99,13.06,11.93,13.06,11.87,True,True,4,神剑股份4,2,anchor_reorg,星辉环材
2026-04-01,2026-04-02,002821,凯莱英,2,医药,22.37,False,False,True,1.8,124.04,129.8,122.0,126.65,121.85,False,False,4,神剑股份4,2,anchor_reorg,星辉环材
2026-04-01,2026-04-02,300834,星辉环材,2,股权转让,6.47,False,True,False,13.16,41.01,43.49,38.8,43.49,36.24,True,True,4,神剑股份4,2,anchor_reorg,星辉环材
2026-04-01,2026-04-02,605162,新中港,2,电力,6.64,False,False,True,4.93,13.4,14.05,13.4,14.05,12.77,True,True,4,神剑股份4,2,anchor_reorg,星辉环材
2026-04-08,2026-04-09,000586,汇源通信,4,通信,0.87,True,False,True,9.46,25.0,25.12,24.25,25.12,22.84,True,True,7,津药药业7,4,anchor_nat_yizi,汇源通信
2026-04-10,2026-04-13,000889,中嘉博创,3,算力,7.76,False,False,True,-1.61,4.28,4.35,3.92,3.92,4.35,False,False,5,汇源通信5,3,anchor_reorg,来伊份
2026-04-10,2026-04-13,603777,来伊份,3,股权转让,6.66,False,True,False,1.06,17.15,17.5,16.0,16.9,16.97,False,False,5,汇源通信5,3,anchor_reorg,来伊份
2026-04-10,2026-04-13,603950,长源东谷,3,并购重组,3.2,True,True,False,5.33,52.0,54.31,50.33,54.31,49.37,True,True,5,汇源通信5,3,anchor_reorg,来伊份
2026-04-15,2026-04-16,002124,天邦食品,3,农业,12.11,False,False,True,-2.55,3.06,3.13,2.83,2.93,3.14,False,False,6,华远控股6,3,anchor_nat_yizi,博云新材
2026-04-15,2026-04-16,002297,博云新材,3,商业航天,1.43,True,False,True,9.99,16.08,16.08,15.93,16.08,14.62,True,True,6,华远控股6,3,anchor_nat_yizi,博云新材
2026-04-20,2026-04-21,600156,华升股份,3,算力,3.57,False,False,True,10.01,11.21,11.21,9.75,9.79,10.19,False,False,7,圣阳股份7,3,anchor_nat_yizi,株冶集团
2026-04-20,2026-04-21,600961,株冶集团,3,一季报增长,1.24,True,False,True,10.0,26.73,26.73,26.73,26.73,24.3,True,True,7,圣阳股份7,3,anchor_nat_yizi,株冶集团
2026-04-20,2026-04-21,603052,可川科技,3,通信,17.26,False,False,True,0.36,92.02,94.0,89.06,90.3,91.69,False,False,7,圣阳股份7,3,anchor_nat_yizi,株冶集团
2026-04-20,2026-04-21,603268,松发股份,3,ST摘帽,17.45,False,False,True,2.74,137.0,146.0,136.8,141.5,133.34,False,False,7,圣阳股份7,3,anchor_nat_yizi,株冶集团
2026-04-21,2026-04-22,600961,株冶集团,4,一季报增长,3.17,True,False,True,3.89,27.77,29.4,27.51,29.18,26.73,False,False,6,博云新材6,4,anchor_nat_yizi,株冶集团
2026-04-22,2026-04-23,002081,金螳螂,4,商业航天,3.03,True,False,True,10.19,5.3,5.3,5.12,5.3,4.81,True,True,4,株冶集团4,4,anchor_nat_yizi,金螳螂
2026-04-22,2026-04-23,003018,金富科技,4,算力,10.36,False,False,True,5.36,55.0,57.42,52.02,54.77,52.2,False,False,4,株冶集团4,4,anchor_nat_yizi,金螳螂
2026-04-24,2026-04-27,001234,泰慕士,3,服装家纺,4.51,False,False,True,,,,,,,False,False,5,金螳螂5,3,anchor_nat_yizi,水发燃气
2026-04-24,2026-04-27,603318,水发燃气,3,燃气轮机,1.84,True,False,True,7.46,12.24,12.53,11.84,12.53,11.39,True,True,5,金螳螂5,3,anchor_nat_yizi,水发燃气
2026-04-29,2026-04-30,001266,宏英智能,2,一季报增长,1.19,True,False,True,6.07,41.606,43.156,40.056,40.296,39.226,False,False,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-04-29,2026-04-30,002081,金螳螂,2,芯片,16.27,False,False,True,-3.63,5.04,5.77,4.94,5.77,5.23,True,True,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-04-29,2026-04-30,002652,扬子新材,2,芯片,2.1,False,False,True,3.72,6.41,6.6,5.89,5.93,6.18,False,False,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-04-29,2026-04-30,600156,华升股份,2,算力,3.52,False,False,True,5.82,11.82,12.29,10.68,10.8,11.17,False,False,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-04-29,2026-04-30,600379,宝光股份,2,芯片,9.87,False,False,True,8.2,16.5,16.78,16.48,16.78,15.25,True,True,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-04-29,2026-04-30,603317,天味食品,2,一季报增长,8.68,False,False,True,-2.08,16.92,17.3,16.17,17.13,17.28,False,False,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-04-29,2026-04-30,603399,永杉锂业,2,锂电池,10.38,False,False,True,9.98,19.39,19.39,19.39,19.39,17.63,True,True,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-04-29,2026-04-30,603629,利通电子,2,算力,18.83,False,False,True,8.4,142.32,144.42,136.72,144.41,131.29,False,False,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-04-29,2026-04-30,605168,三人行,2,算力,9.89,False,False,True,0.54,48.76,49.73,45.66,47.06,48.5,False,False,5,水发燃气5,2,anchor_nat_yizi,宏英智能
2026-05-06,2026-05-07,002081,金螳螂,4,商业航天,17.21,False,False,True,7.39,6.83,7.01,6.67,7.01,6.36,True,True,4,越剑智能4,4,anchor_nat_yizi,永杉锂业
2026-05-06,2026-05-07,600379,宝光股份,4,芯片,4.92,False,False,True,10.02,20.31,20.31,17.13,17.85,18.46,False,False,4,越剑智能4,4,anchor_nat_yizi,永杉锂业
2026-05-06,2026-05-07,603399,永杉锂业,4,锂电池,1.63,True,False,True,9.47,23.35,23.46,21.0,22.58,21.33,False,False,4,越剑智能4,4,anchor_nat_yizi,永杉锂业
2026-05-08,2026-05-11,603045,福达合金,4,算力,1.04,True,False,True,9.99,68.35,68.35,68.35,68.35,62.14,True,True,5,金螳螂5,4,anchor_nat_yizi,福达合金
2026-05-12,2026-05-13,002918,蒙娜丽莎,3,芯片,0.56,True,False,True,1.79,14.25,15.4,13.52,15.4,14.0,True,True,5,福达合金5,3,anchor_nat_yizi,蒙娜丽莎
2026-05-12,2026-05-13,600076,康欣新材,3,并购重组,2.66,False,True,False,-0.92,4.32,4.55,4.1,4.24,4.36,False,False,5,福达合金5,3,anchor_nat_yizi,蒙娜丽莎
2026-05-12,2026-05-13,600530,交大昂立,3,保健品,4.39,False,False,True,7.91,7.78,7.93,7.7,7.93,7.21,True,True,5,福达合金5,3,anchor_nat_yizi,蒙娜丽莎
2026-05-12,2026-05-13,600683,京投发展,3,并购重组,16.64,False,False,True,-0.24,20.8,21.83,18.78,19.26,20.85,False,False,5,福达合金5,3,anchor_nat_yizi,蒙娜丽莎
2026-05-14,2026-05-15,002208,合肥城建,3,芯片,18.88,False,False,True,-0.96,19.61,21.75,18.71,20.76,19.8,False,False,6,大唐发电6,3,anchor_nat_yizi,花王股份
2026-05-14,2026-05-15,603007,花王股份,3,通信,2.68,True,False,True,-1.73,9.1,9.1,8.33,8.37,9.26,False,False,6,大唐发电6,3,anchor_nat_yizi,花王股份
2026-05-14,2026-05-15,603052,可川科技,3,举牌,8.59,False,True,False,-0.42,114.89,120.47,109.08,113.47,115.38,False,False,6,大唐发电6,3,anchor_nat_yizi,花王股份
2026-05-18,2026-05-19,600578,京能电力,4,电力,18.38,False,False,True,0.0,7.71,8.48,6.98,8.27,7.71,False,False,6,蒙娜丽莎6,4,anchor_reorg,威龙股份
2026-05-18,2026-05-19,603779,威龙股份,4,实控人变更,0.37,True,True,False,9.99,12.0,12.0,12.0,12.0,10.91,True,True,6,蒙娜丽莎6,4,anchor_reorg,威龙股份
2026-05-19,2026-05-20,603082,北自科技,4,机器人概念,2.64,True,False,True,-10.0,46.06,51.3,46.06,46.06,51.18,False,False,4,京能电力4,4,anchor_nat_yizi,北自科技
2026-05-20,2026-05-21,002782,可立克,2,智能电网,12.76,False,False,True,0.03,30.36,30.66,28.05,28.2,30.35,False,False,4,北自科技4,2,anchor_two,可立克
2026-05-20,2026-05-21,003004,声迅股份,2,ST摘帽,2.1,False,False,True,4.45,47.14,49.64,45.97,49.64,45.13,False,False,4,北自科技4,2,anchor_two,可立克
2026-05-20,2026-05-21,600563,法拉电子,2,元器件,12.4,False,False,True,3.47,168.0,171.67,156.19,158.36,162.36,False,False,4,北自科技4,2,anchor_two,可立克
2026-05-20,2026-05-21,605288,凯迪股份,2,机器人概念,4.81,False,False,True,-4.0,100.43,115.0,100.43,113.65,104.61,False,False,4,北自科技4,2,anchor_two,可立克
2026-05-21,2026-05-22,000518,四环生物,2,ST摘帽,6.65,False,False,True,8.53,4.07,4.13,3.97,4.13,3.75,True,True,4,达实智能4,2,anchor_reorg,金利华电
2026-05-21,2026-05-22,002442,龙星科技,2,化工,9.88,False,False,True,1.63,7.49,8.11,6.95,8.11,7.37,True,True,4,达实智能4,2,anchor_reorg,金利华电
2026-05-21,2026-05-22,300069,金利华电,2,并购重组,0.23,True,True,False,20.0,52.87,52.87,52.87,52.87,44.06,True,True,4,达实智能4,2,anchor_reorg,金利华电
2026-05-21,2026-05-22,600611,大众交通,2,芯片,8.32,False,False,True,10.05,6.13,6.13,6.13,6.13,5.57,True,True,4,达实智能4,2,anchor_reorg,金利华电
2026-05-22,2026-05-25,000518,四环生物,3,ST摘帽,7.05,False,False,True,-6.3,3.87,4.54,3.72,4.54,4.13,True,True,4,诚邦股份4,3,anchor_nat_yizi,大众交通
2026-05-22,2026-05-25,002442,龙星科技,3,化工,7.17,False,False,True,5.92,8.59,8.92,7.51,7.85,8.11,False,False,4,诚邦股份4,3,anchor_nat_yizi,大众交通
2026-05-22,2026-05-25,300069,金利华电,3,并购重组,2.54,True,True,False,2.14,54.0,60.88,52.68,53.02,52.87,False,False,4,诚邦股份4,3,anchor_nat_yizi,大众交通
2026-05-22,2026-05-25,600611,大众交通,3,芯片,3.58,True,False,True,7.5,6.59,6.59,5.85,6.14,6.13,False,False,4,诚邦股份4,3,anchor_nat_yizi,大众交通
2026-05-26,2026-05-27,000509,华塑控股,2,新型工业化,3.73,False,False,True,0.0,4.74,5.21,4.55,5.21,4.74,True,True,4,四环生物4,2,anchor_nat_yizi,新亚制程
2026-05-26,2026-05-27,002185,华天科技,2,芯片,112.43,False,False,True,5.79,19.728,20.518,19.378,20.128,18.648,False,False,4,四环生物4,2,anchor_nat_yizi,新亚制程
2026-05-26,2026-05-27,002388,新亚制程,2,华为概念,0.79,True,False,True,3.42,6.66,6.99,6.16,6.16,6.44,False,False,4,四环生物4,2,anchor_nat_yizi,新亚制程
2026-05-26,2026-05-27,003036,泰坦股份,2,通信,11.04,False,False,True,-2.37,60.12,66.58,60.12,64.87,61.58,False,False,4,四环生物4,2,anchor_nat_yizi,新亚制程
2026-05-26,2026-05-27,600162,香江控股,2,地产链,0.62,True,False,True,6.19,2.23,2.31,2.21,2.31,2.1,True,True,4,四环生物4,2,anchor_nat_yizi,新亚制程
2026-05-26,2026-05-27,600520,三佳科技,2,芯片,2.99,False,False,True,8.61,39.99,39.99,33.14,33.79,36.82,False,False,4,四环生物4,2,anchor_nat_yizi,新亚制程
2026-05-26,2026-05-27,600584,长电科技,2,芯片,287.85,False,False,True,-1.92,86.5,94.9,83.5,86.16,88.19,False,False,4,四环生物4,2,anchor_nat_yizi,新亚制程
2026-05-26,2026-05-27,600726,华电能源,2,电力,15.19,False,False,True,3.29,7.86,8.37,7.71,8.37,7.61,True,True,4,四环生物4,2,anchor_nat_yizi,新亚制程
2026-05-27,2026-05-28,000759,中百集团,2,零售,7.79,False,False,True,-1.15,6.0,6.23,5.69,5.77,6.07,False,False,3,新金路3、宝鼎科技3、双星新材3、黄河旋风3,2,anchor_two,中京电子
2026-05-27,2026-05-28,001257,盛龙股份,2,有色金属,11.15,False,False,True,0.04,28.27,29.33,27.15,27.85,28.26,False,False,3,新金路3、宝鼎科技3、双星新材3、黄河旋风3,2,anchor_two,中京电子
2026-05-27,2026-05-28,002251,步步高,2,零售,12.27,False,False,True,-0.88,4.53,4.8,4.41,4.44,4.57,False,False,3,新金路3、宝鼎科技3、双星新材3、黄河旋风3,2,anchor_two,中京电子
2026-05-27,2026-05-28,002579,中京电子,2,通信,16.91,False,False,True,1.87,16.85,18.19,16.16,18.19,16.54,True,True,3,新金路3、宝鼎科技3、双星新材3、黄河旋风3,2,anchor_two,中京电子
2026-05-27,2026-05-28,002771,真视通,2,算力,5.69,False,False,True,2.3,16.87,17.0,16.15,16.72,16.49,False,False,3,新金路3、宝鼎科技3、双星新材3、黄河旋风3,2,anchor_two,中京电子
2026-06-01,2026-06-02,000037,深南电A,2,电力,12.68,False,False,True,0.0,12.618,12.908,11.818,11.978,12.618,False,False,5,香江控股5、华电能源5,2,anchor_nat_yizi,春秋电子
2026-06-01,2026-06-02,000767,晋控电力,2,电力,41.03,False,False,True,0.16,6.15,6.6,6.0,6.11,6.14,False,False,5,香江控股5、华电能源5,2,anchor_nat_yizi,春秋电子
2026-06-01,2026-06-02,002081,金螳螂,2,地产链,41.36,False,False,True,3.31,6.87,7.3,6.57,6.72,6.65,False,False,5,香江控股5、华电能源5,2,anchor_nat_yizi,春秋电子
2026-06-01,2026-06-02,002608,江苏国信,2,电力,14.54,False,False,True,,,,,,,False,False,5,香江控股5、华电能源5,2,anchor_nat_yizi,春秋电子
2026-06-01,2026-06-02,301439,泓淋电力,2,通信,12.44,False,False,True,,,,,,,False,False,5,香江控股5、华电能源5,2,anchor_nat_yizi,春秋电子
2026-06-01,2026-06-02,600011,华能国际,2,电力,66.15,False,False,True,,,,,,,False,False,5,香江控股5、华电能源5,2,anchor_nat_yizi,春秋电子
2026-06-01,2026-06-02,600280,中央商场,2,零售,2.93,False,False,True,-2.84,3.42,3.87,3.37,3.87,3.52,True,True,5,香江控股5、华电能源5,2,anchor_nat_yizi,春秋电子
2026-06-01,2026-06-02,603890,春秋电子,2,AI PC,1.18,True,False,True,10.0,30.02,30.02,30.02,30.02,27.29,True,True,5,香江控股5、华电能源5,2,anchor_nat_yizi,春秋电子
2026-06-02,2026-06-03,600280,中央商场,3,零售,5.52,False,False,True,-3.1,3.75,4.2,3.62,3.99,3.87,False,False,4,粤电力Ａ4、合锻智能4,3,anchor_nat_yizi,春秋电子
2026-06-02,2026-06-03,603890,春秋电子,3,AI PC,1.15,True,False,True,5.23,31.59,32.58,29.23,31.33,30.02,False,False,4,粤电力Ａ4、合锻智能4,3,anchor_nat_yizi,春秋电子
2026-06-03,2026-06-04,300197,节能铁汉,3,并购重组,12.75,False,True,False,3.24,2.87,3.22,2.75,2.79,2.78,False,False,3,中央商场3、春秋电子3,3,anchor_nat_yizi,天洋新材
2026-06-03,2026-06-04,600121,郑州煤电,3,煤炭,15.42,False,False,True,0.0,5.69,6.25,5.56,5.7,5.69,False,False,3,中央商场3、春秋电子3,3,anchor_nat_yizi,天洋新材
2026-06-03,2026-06-04,600367,红星发展,3,元器件,5.52,False,False,True,5.9,45.24,46.98,45.02,46.98,42.72,True,True,3,中央商场3、春秋电子3,3,anchor_nat_yizi,天洋新材
