T,T1,code,name,boards_T,theme,fb,rank_T,n_themes_T,fb_T1,rank_T1,open_pct_T1,yizi,amount_yi,touched,sealed,zhaban,dead_h,down_h,group_size,group_key
2025-11-14,2025-11-17,002083,孚日股份,7,锂电池,6,3,23,10,1,10.29,True,0.74,True,True,False,8,7,1,2025-11-14|7板|锂电池
2025-11-18,2025-11-19,601566,九牧王,5,海峡两岸,0,17,16,4,3,4.01,True,3.03,True,True,False,8,5,1,2025-11-18|5板|海峡两岸
2025-11-21,2025-11-24,000017,深中华A,3,黄金,0,12,11,1,8,-0.22,True,0.94,False,False,False,7,3,1,2025-11-21|3板|黄金
2025-11-21,2025-11-24,000859,国风新材,3,芯片,1,5,11,1,8,0.92,False,26.05,True,True,False,7,3,1,2025-11-21|3板|芯片
2025-11-21,2025-11-24,603216,梦天家居,3,地产链,2,3,11,1,8,1.34,False,5.64,True,True,False,7,3,1,2025-11-21|3板|地产链
2025-11-25,2025-11-26,000070,特发信息,3,算力,1,10,24,0,25,7.91,False,8.6,True,True,False,7,3,1,2025-11-25|3板|算力
2025-11-25,2025-11-26,002264,新华都,3,人工智能,7,3,24,5,2,9.99,True,0.38,True,True,False,7,3,2,2025-11-25|3板|人工智能
2025-11-25,2025-11-26,001296,长江材料,3,3D打印,0,25,24,1,8,-4.3,False,2.58,True,False,True,7,3,1,2025-11-25|3板|3D打印
2025-11-25,2025-11-26,688227,品高股份,3,芯片,6,4,24,3,4,9.1,False,6.94,False,False,False,7,3,1,2025-11-25|3板|芯片
2025-11-26,2025-11-27,600734,实达集团,5,人工智能,5,2,24,1,9,-7.48,True,2.71,False,False,False,5,5,1,2025-11-26|5板|人工智能
2025-11-27,2025-11-28,000510,新金路,3,有色金属,0,18,17,1,16,-3.42,False,8.19,False,False,False,5,3,1,2025-11-27|3板|有色金属
2025-11-27,2025-11-28,600828,茂业商业,3,零售,0,18,17,1,16,10.02,True,0.41,True,True,False,5,3,1,2025-11-27|3板|零售
2025-11-28,2025-12-01,002632,道明光学,2,消费电子,0,25,24,0,24,0.0,True,1.34,True,True,False,4,2,1,2025-11-28|2板|消费电子
2025-11-28,2025-12-01,002792,通宇通讯,2,商业航天,11,1,24,1,6,10.01,True,1.74,True,True,False,4,2,1,2025-11-28|2板|商业航天
2025-11-28,2025-12-01,603778,国晟科技,2,锂电池,4,3,24,2,4,2.33,False,12.8,True,True,False,4,2,1,2025-11-28|2板|锂电池
2025-11-28,2025-12-01,603933,睿能科技,2,海峡两岸,6,2,24,0,24,7.91,False,7.58,True,True,False,4,2,1,2025-11-28|2板|海峡两岸
2025-12-01,2025-12-02,002632,道明光学,3,消费电子,0,24,23,0,17,10.01,False,11.17,True,True,False,4,3,1,2025-12-01|3板|消费电子
2025-12-01,2025-12-02,002792,通宇通讯,3,商业航天,1,6,23,1,8,10.02,True,0.81,True,True,False,4,3,1,2025-12-01|3板|商业航天
2025-12-01,2025-12-02,603778,国晟科技,3,锂电池,2,4,23,0,17,1.96,False,21.52,False,False,False,4,3,1,2025-12-01|3板|锂电池
2025-12-01,2025-12-02,603933,睿能科技,3,存储,1,6,23,0,17,3.99,False,3.09,True,True,False,4,3,1,2025-12-01|3板|存储
2025-12-04,2025-12-05,002300,太阳电缆,3,海峡两岸,1,6,11,9,2,-0.96,True,1.42,True,True,False,6,3,1,2025-12-04|3板|海峡两岸
2025-12-04,2025-12-05,603696,安记食品,3,食品饮料,0,12,11,3,5,-2.03,False,8.17,True,True,False,6,3,1,2025-12-04|3板|食品饮料
