F,water_f,cap_f,near_u,n_pass,n_touch,n_seal,n_zha,seal_r,zha_r,pass_rate,cont_r
2,0.5,9.0,5.0,179,89,65,24,0.7303370786516854,0.2696629213483146,0.5359281437125748,0.35195530726256985
4,0.5,9.8,5.0,197,89,65,24,0.7303370786516854,0.2696629213483146,0.5898203592814372,0.3147208121827411
5,0.5,7.0,3.0,160,63,46,17,0.7301587301587301,0.2698412698412698,0.47904191616766467,0.2875
4,1.0,5.0,6.0,171,74,54,20,0.7297297297297297,0.2702702702702703,0.5119760479041916,0.30994152046783624
4,1.0,9.0,3.0,168,74,54,20,0.7297297297297297,0.2702702702702703,0.5029940119760479,0.31547619047619047
3,0.0,9.8,3.0,191,85,62,23,0.7294117647058823,0.27058823529411763,0.5718562874251497,0.31413612565445026
3,1.0,9.0,5.0,179,85,62,23,0.7294117647058823,0.27058823529411763,0.5359281437125748,0.33519553072625696
5,0.5,9.8,5.0,195,85,62,23,0.7294117647058823,0.27058823529411763,0.5838323353293413,0.3076923076923077
1,-0.5,9.0,7.0,199,96,70,26,0.7291666666666666,0.2708333333333333,0.5958083832335329,0.3417085427135678
3,0.0,7.0,8.0,210,96,70,26,0.7291666666666666,0.2708333333333333,0.6287425149700598,0.32857142857142857
5,1.0,7.0,8.0,206,96,70,26,0.7291666666666666,0.2708333333333333,0.6167664670658682,0.33495145631067963
4,-0.5,9.0,8.0,231,107,78,29,0.7289719626168224,0.27102803738317754,0.6916167664670658,0.329004329004329
1,1.0,5.0,8.0,122,59,43,16,0.7288135593220338,0.2711864406779661,0.3652694610778443,0.3442622950819672
2,0.0,9.8,3.0,193,92,67,25,0.7282608695652174,0.2717391304347826,0.5778443113772455,0.33678756476683935
4,0.5,9.0,6.0,200,92,67,25,0.7282608695652174,0.2717391304347826,0.5988023952095808,0.325
5,0.5,5.0,8.0,202,92,67,25,0.7282608695652174,0.2717391304347826,0.6047904191616766,0.32673267326732675
5,-0.5,9.8,8.0,239,110,80,30,0.7272727272727273,0.2727272727272727,0.7155688622754491,0.3263598326359833
2,0.0,9.0,7.0,205,99,72,27,0.7272727272727273,0.2727272727272727,0.6137724550898204,0.34146341463414637
2,1.0,9.0,5.0,173,88,64,24,0.7272727272727273,0.2727272727272727,0.5179640718562875,0.3583815028901734
4,1.0,9.8,5.0,191,88,64,24,0.7272727272727273,0.2727272727272727,0.5718562874251497,0.3193717277486911
2,0.0,5.0,8.0,175,77,56,21,0.7272727272727273,0.2727272727272727,0.5239520958083832,0.3142857142857143
2,0.5,5.0,7.0,150,66,48,18,0.7272727272727273,0.2727272727272727,0.4491017964071856,0.31333333333333335
3,1.0,5.0,5.0,154,66,48,18,0.7272727272727273,0.2727272727272727,0.46107784431137727,0.3051948051948052
3,1.0,7.0,3.0,152,66,48,18,0.7272727272727273,0.2727272727272727,0.4550898203592814,0.3157894736842105
2,-0.5,9.8,7.0,220,106,77,29,0.7264150943396226,0.27358490566037735,0.6586826347305389,0.33636363636363636
5,0.0,9.0,8.0,230,106,77,29,0.7264150943396226,0.27358490566037735,0.688622754491018,0.33043478260869563
1,-0.5,9.0,6.0,198,95,69,26,0.7263157894736842,0.2736842105263158,0.592814371257485,0.3383838383838384
2,0.5,7.0,8.0,175,84,61,23,0.7261904761904762,0.27380952380952384,0.5239520958083832,0.34285714285714286
3,0.5,7.0,7.0,186,84,61,23,0.7261904761904762,0.27380952380952384,0.5568862275449101,0.3225806451612903
5,1.0,9.8,5.0,191,84,61,23,0.7261904761904762,0.27380952380952384,0.5718562874251497,0.3089005235602094
5,1.0,7.0,3.0,156,62,45,17,0.7258064516129032,0.27419354838709675,0.46706586826347307,0.28846153846153844
3,0.0,9.8,7.0,219,102,74,28,0.7254901960784313,0.27450980392156865,0.655688622754491,0.3242009132420091
1,-0.5,9.0,3.0,190,91,66,25,0.7252747252747253,0.27472527472527475,0.5688622754491018,0.3368421052631579
4,1.0,9.0,6.0,194,91,66,25,0.7252747252747253,0.27472527472527475,0.5808383233532934,0.32989690721649484
5,1.0,5.0,8.0,198,91,66,25,0.7252747252747253,0.27472527472527475,0.592814371257485,0.3282828282828283
3,0.0,9.0,3.0,184,80,58,22,0.725,0.275,0.5508982035928144,0.30978260869565216
4,0.5,5.0,5.0,169,69,50,19,0.7246376811594203,0.2753623188405797,0.5059880239520959,0.28994082840236685
2,0.0,9.0,6.0,202,98,71,27,0.7244897959183674,0.2755102040816326,0.6047904191616766,0.3415841584158416
4,0.0,7.0,8.0,217,98,71,27,0.7244897959183674,0.2755102040816326,0.6497005988023952,0.3225806451612903
5,0.5,5.0,3.0,152,58,42,16,0.7241379310344828,0.27586206896551724,0.4550898203592814,0.27631578947368424
2,-0.5,9.8,6.0,217,105,76,29,0.7238095238095238,0.2761904761904762,0.6497005988023952,0.33640552995391704
1,0.5,7.0,8.0,152,76,55,21,0.7236842105263158,0.27631578947368424,0.4550898203592814,0.35526315789473684
5,-0.5,9.8,3.0,189,76,55,21,0.7236842105263158,0.27631578947368424,0.5658682634730539,0.2857142857142857
1,-0.5,9.0,5.0,196,94,68,26,0.723404255319149,0.2765957446808511,0.5868263473053892,0.336734693877551
2,0.5,5.0,6.0,147,65,47,18,0.7230769230769231,0.27692307692307694,0.44011976047904194,0.3129251700680272
2,1.0,5.0,7.0,144,65,47,18,0.7230769230769231,0.27692307692307694,0.4311377245508982,0.3194444444444444
2,1.0,7.0,8.0,169,83,60,23,0.7228915662650602,0.27710843373493976,0.5059880239520959,0.34911242603550297
3,1.0,7.0,7.0,180,83,60,23,0.7228915662650602,0.27710843373493976,0.5389221556886228,0.3277777777777778
2,0.0,9.8,5.0,206,101,73,28,0.7227722772277227,0.27722772277227725,0.6167664670658682,0.33980582524271846
4,0.0,9.8,7.0,223,101,73,28,0.7227722772277227,0.27722772277227725,0.6676646706586826,0.31390134529147984
5,0.0,9.0,3.0,180,72,52,20,0.7222222222222222,0.2777777777777778,0.5389221556886228,0.28888888888888886
3,-0.5,7.0,8.0,215,97,70,27,0.7216494845360825,0.27835051546391754,0.6437125748502994,0.3209302325581395
3,0.0,9.0,7.0,212,97,70,27,0.7216494845360825,0.27835051546391754,0.6347305389221557,0.32075471698113206
5,0.5,9.8,7.0,213,97,70,27,0.7216494845360825,0.27835051546391754,0.6377245508982036,0.3192488262910798
3,0.0,5.0,3.0,159,61,44,17,0.7213114754098361,0.2786885245901639,0.47604790419161674,0.27672955974842767
2,0.0,9.0,3.0,185,86,62,24,0.7209302325581395,0.27906976744186046,0.5538922155688623,0.32972972972972975
3,-0.5,9.8,3.0,196,86,62,24,0.7209302325581395,0.27906976744186046,0.5868263473053892,0.30612244897959184
4,0.5,7.0,7.0,195,86,62,24,0.7209302325581395,0.27906976744186046,0.5838323353293413,0.3128205128205128
4,0.5,9.0,5.0,192,86,62,24,0.7209302325581395,0.27906976744186046,0.5748502994011976,0.3125
1,0.0,5.0,8.0,152,68,49,19,0.7205882352941176,0.27941176470588236,0.4550898203592814,0.3157894736842105
4,1.0,5.0,5.0,163,68,49,19,0.7205882352941176,0.27941176470588236,0.4880239520958084,0.294478527607362
2,-0.5,9.8,3.0,200,93,67,26,0.7204301075268817,0.27956989247311825,0.5988023952095808,0.325
2,-0.5,9.0,7.0,212,100,72,28,0.72,0.28,0.6347305389221557,0.330188679245283
3,0.0,9.8,6.0,214,100,72,28,0.72,0.28,0.6407185628742516,0.32242990654205606
5,0.0,7.0,8.0,222,100,72,28,0.72,0.28,0.6646706586826348,0.31981981981981983
5,-0.5,9.0,8.0,234,107,77,30,0.719626168224299,0.2803738317757009,0.7005988023952096,0.3247863247863248
3,0.5,7.0,6.0,181,82,59,23,0.7195121951219512,0.2804878048780488,0.5419161676646707,0.32044198895027626
4,0.0,9.8,3.0,192,82,59,23,0.7195121951219512,0.2804878048780488,0.5748502994011976,0.296875
5,0.5,9.0,5.0,190,82,59,23,0.7195121951219512,0.2804878048780488,0.5688622754491018,0.30526315789473685
1,0.5,5.0,7.0,124,57,41,16,0.7192982456140351,0.2807017543859649,0.3712574850299401,0.3225806451612903
5,1.0,5.0,3.0,148,57,41,16,0.7192982456140351,0.2807017543859649,0.4431137724550898,0.27702702702702703
5,1.0,9.8,7.0,209,96,69,27,0.71875,0.28125,0.625748502994012,0.32057416267942584
2,1.0,5.0,6.0,141,64,46,18,0.71875,0.28125,0.4221556886227545,0.3191489361702128
3,-0.5,9.8,7.0,224,103,74,29,0.7184466019417476,0.2815533980582524,0.6706586826347305,0.3169642857142857
2,-0.5,5.0,8.0,182,78,56,22,0.717948717948718,0.28205128205128205,0.5449101796407185,0.3021978021978022
3,0.0,5.0,7.0,187,78,56,22,0.717948717948718,0.28205128205128205,0.5598802395209581,0.29411764705882354
4,1.0,7.0,7.0,189,85,61,24,0.7176470588235294,0.2823529411764706,0.5658682634730539,0.31746031746031744
4,1.0,9.0,5.0,186,85,61,24,0.7176470588235294,0.2823529411764706,0.5568862275449101,0.3172043010752688
2,-0.5,9.0,6.0,209,99,71,28,0.7171717171717171,0.2828282828282828,0.625748502994012,0.33014354066985646
4,-0.5,7.0,8.0,221,99,71,28,0.7171717171717171,0.2828282828282828,0.6616766467065869,0.3167420814479638
4,0.0,9.8,6.0,218,99,71,28,0.7171717171717171,0.2828282828282828,0.6526946107784432,0.3119266055045872
2,0.5,5.0,3.0,130,53,38,15,0.7169811320754716,0.2830188679245283,0.38922155688622756,0.2923076923076923
4,0.5,7.0,3.0,164,67,48,19,0.7164179104477612,0.2835820895522388,0.49101796407185627,0.2926829268292683
1,1.0,7.0,8.0,145,74,53,21,0.7162162162162162,0.28378378378378377,0.4341317365269461,0.3586206896551724
3,-0.5,9.0,3.0,189,81,58,23,0.7160493827160493,0.2839506172839506,0.5658682634730539,0.30158730158730157
3,1.0,7.0,6.0,175,81,58,23,0.7160493827160493,0.2839506172839506,0.5239520958083832,0.32571428571428573
4,0.0,5.0,7.0,195,81,58,23,0.7160493827160493,0.2839506172839506,0.5838323353293413,0.2923076923076923
5,1.0,9.0,5.0,186,81,58,23,0.7160493827160493,0.2839506172839506,0.5568862275449101,0.3064516129032258
5,0.0,9.8,5.0,207,88,63,25,0.7159090909090909,0.2840909090909091,0.6197604790419161,0.2946859903381642
2,0.0,9.0,5.0,198,95,68,27,0.7157894736842105,0.28421052631578947,0.592814371257485,0.3333333333333333
3,0.0,9.0,6.0,207,95,68,27,0.7157894736842105,0.28421052631578947,0.6197604790419161,0.3188405797101449
3,0.0,9.8,5.0,207,95,68,27,0.7157894736842105,0.28421052631578947,0.6197604790419161,0.3140096618357488
5,0.0,5.0,8.0,214,95,68,27,0.7157894736842105,0.28421052631578947,0.6407185628742516,0.3130841121495327
2,-0.5,9.8,5.0,213,102,73,29,0.7156862745098039,0.28431372549019607,0.6377245508982036,0.3286384976525822
4,-0.5,9.8,7.0,227,102,73,29,0.7156862745098039,0.28431372549019607,0.6796407185628742,0.30837004405286345
3,-0.5,9.0,7.0,217,98,70,28,0.7142857142857143,0.2857142857142857,0.6497005988023952,0.31336405529953915
4,0.0,9.0,7.0,218,98,70,28,0.7142857142857143,0.2857142857142857,0.6526946107784432,0.3119266055045872
4,0.5,7.0,6.0,190,84,60,24,0.7142857142857143,0.2857142857142857,0.5688622754491018,0.3105263157894737
3,0.5,7.0,5.0,174,77,55,22,0.7142857142857143,0.2857142857142857,0.5209580838323353,0.3103448275862069
1,0.5,5.0,6.0,123,56,40,16,0.7142857142857143,0.2857142857142857,0.36826347305389223,0.3170731707317073
3,-0.5,9.8,6.0,219,101,72,29,0.7128712871287128,0.2871287128712871,0.655688622754491,0.3150684931506849
5,-0.5,7.0,8.0,226,101,72,29,0.7128712871287128,0.2871287128712871,0.6766467065868264,0.3141592920353982
5,0.5,9.0,7.0,208,94,67,27,0.7127659574468085,0.2872340425531915,0.6227544910179641,0.3173076923076923
5,0.5,9.8,6.0,207,94,67,27,0.7127659574468085,0.2872340425531915,0.6197604790419161,0.3140096618357488
2,-0.5,9.0,3.0,192,87,62,25,0.7126436781609196,0.28735632183908044,0.5748502994011976,0.3177083333333333
5,-0.5,9.0,3.0,184,73,52,21,0.7123287671232876,0.2876712328767123,0.5508982035928144,0.2826086956521739
4,1.0,7.0,3.0,158,66,47,19,0.7121212121212122,0.2878787878787879,0.47305389221556887,0.2974683544303797
5,0.0,7.0,3.0,172,66,47,19,0.7121212121212122,0.2878787878787879,0.5149700598802395,0.27325581395348836
1,0.5,5.0,3.0,115,52,37,15,0.7115384615384616,0.28846153846153844,0.344311377245509,0.3130434782608696
2,1.0,5.0,3.0,124,52,37,15,0.7115384615384616,0.28846153846153844,0.3712574850299401,0.29838709677419356
2,0.0,7.0,8.0,194,90,64,26,0.7111111111111111,0.28888888888888886,0.5808383233532934,0.3247422680412371
3,0.0,9.0,5.0,200,90,64,26,0.7111111111111111,0.28888888888888886,0.5988023952095808,0.31
1,0.0,7.0,8.0,175,83,59,24,0.7108433734939759,0.2891566265060241,0.5239520958083832,0.3314285714285714
4,-0.5,9.8,3.0,196,83,59,24,0.7108433734939759,0.2891566265060241,0.5868263473053892,0.29081632653061223
4,1.0,7.0,6.0,184,83,59,24,0.7108433734939759,0.2891566265060241,0.5508982035928144,0.31521739130434784
3,0.0,5.0,6.0,182,76,54,22,0.7105263157894737,0.2894736842105263,0.5449101796407185,0.29120879120879123
3,1.0,7.0,5.0,168,76,54,22,0.7105263157894737,0.2894736842105263,0.5029940119760479,0.31547619047619047
5,0.5,7.0,5.0,182,76,54,22,0.7105263157894737,0.2894736842105263,0.5449101796407185,0.29120879120879123
1,-0.5,5.0,8.0,162,69,49,20,0.7101449275362319,0.2898550724637681,0.48502994011976047,0.2962962962962963
4,-0.5,9.8,6.0,222,100,71,29,0.71,0.29,0.6646706586826348,0.3063063063063063
5,0.0,9.8,7.0,225,100,71,29,0.71,0.29,0.6736526946107785,0.30666666666666664
4,0.0,9.8,5.0,210,93,66,27,0.7096774193548387,0.2903225806451613,0.6287425149700598,0.3
5,1.0,9.0,7.0,204,93,66,27,0.7096774193548387,0.2903225806451613,0.6107784431137725,0.31862745098039214
5,1.0,9.8,6.0,203,93,66,27,0.7096774193548387,0.2903225806451613,0.6077844311377245,0.31527093596059114
2,0.5,5.0,5.0,143,62,44,18,0.7096774193548387,0.2903225806451613,0.4281437125748503,0.3006993006993007
3,-0.5,5.0,3.0,164,62,44,18,0.7096774193548387,0.2903225806451613,0.49101796407185627,0.2682926829268293
4,0.0,5.0,3.0,164,62,44,18,0.7096774193548387,0.2903225806451613,0.49101796407185627,0.2682926829268293
1,0.5,5.0,5.0,121,55,39,16,0.7090909090909091,0.2909090909090909,0.36227544910179643,0.3140495867768595
1,1.0,5.0,7.0,117,55,39,16,0.7090909090909091,0.2909090909090909,0.3502994011976048,0.3247863247863248
2,0.5,7.0,7.0,169,79,56,23,0.7088607594936709,0.2911392405063291,0.5059880239520959,0.3254437869822485
3,-0.5,5.0,7.0,192,79,56,23,0.7088607594936709,0.2911392405063291,0.5748502994011976,0.2864583333333333
4,0.0,5.0,6.0,190,79,56,23,0.7088607594936709,0.2911392405063291,0.5688622754491018,0.2894736842105263
4,0.0,9.0,3.0,187,79,56,23,0.7088607594936709,0.2911392405063291,0.5598802395209581,0.29411764705882354
2,-0.5,9.0,5.0,205,96,68,28,0.7083333333333334,0.2916666666666667,0.6137724550898204,0.32195121951219513
3,-0.5,9.0,6.0,212,96,68,28,0.7083333333333334,0.2916666666666667,0.6347305389221557,0.3113207547169811
3,-0.5,9.8,5.0,212,96,68,28,0.7083333333333334,0.2916666666666667,0.6347305389221557,0.30660377358490565
4,0.0,9.0,6.0,213,96,68,28,0.7083333333333334,0.2916666666666667,0.6377245508982036,0.30985915492957744
5,-0.5,5.0,8.0,218,96,68,28,0.7083333333333334,0.2916666666666667,0.6526946107784432,0.3073394495412844
1,0.5,7.0,7.0,147,72,51,21,0.7083333333333334,0.2916666666666667,0.44011976047904194,0.3401360544217687
2,0.0,5.0,7.0,169,72,51,21,0.7083333333333334,0.2916666666666667,0.5059880239520959,0.2958579881656805
5,-0.5,9.8,5.0,211,89,63,26,0.7078651685393258,0.29213483146067415,0.6317365269461078,0.2890995260663507
4,-0.5,5.0,7.0,199,82,58,24,0.7073170731707317,0.2926829268292683,0.5958083832335329,0.2864321608040201
4,-0.5,9.0,7.0,222,99,70,29,0.7070707070707071,0.29292929292929293,0.6646706586826348,0.3063063063063063
5,1.0,7.0,5.0,178,75,53,22,0.7066666666666667,0.29333333333333333,0.5329341317365269,0.29213483146067415
5,0.0,9.0,5.0,202,85,60,25,0.7058823529411765,0.29411764705882354,0.6047904191616766,0.29207920792079206
2,0.5,7.0,6.0,166,78,55,23,0.7051282051282052,0.2948717948717949,0.49700598802395207,0.3253012048192771
2,1.0,7.0,7.0,163,78,55,23,0.7051282051282052,0.2948717948717949,0.4880239520958084,0.3312883435582822
4,0.5,7.0,5.0,182,78,55,23,0.7051282051282052,0.2948717948717949,0.5449101796407185,0.2967032967032967
2,1.0,5.0,5.0,137,61,43,18,0.7049180327868853,0.29508196721311475,0.4101796407185629,0.30656934306569344
5,0.0,5.0,3.0,164,61,43,18,0.7049180327868853,0.29508196721311475,0.49101796407185627,0.2621951219512195
3,0.0,7.0,7.0,201,88,62,26,0.7045454545454546,0.29545454545454547,0.6017964071856288,0.3034825870646766
5,0.5,7.0,7.0,200,88,62,26,0.7045454545454546,0.29545454545454547,0.5988023952095808,0.305
1,0.5,7.0,6.0,146,71,50,21,0.704225352112676,0.29577464788732394,0.437125748502994,0.3356164383561644
2,0.0,5.0,6.0,166,71,50,21,0.704225352112676,0.29577464788732394,0.49700598802395207,0.29518072289156627
3,0.0,5.0,5.0,175,71,50,21,0.704225352112676,0.29577464788732394,0.5239520958083832,0.28
3,0.0,7.0,3.0,173,71,50,21,0.704225352112676,0.29577464788732394,0.5179640718562875,0.28901734104046245
5,0.5,5.0,5.0,174,71,50,21,0.704225352112676,0.29577464788732394,0.5209580838323353,0.28160919540229884
1,1.0,5.0,6.0,116,54,38,16,0.7037037037037037,0.2962962962962963,0.3473053892215569,0.31896551724137934
2,-0.5,7.0,8.0,201,91,64,27,0.7032967032967034,0.2967032967032967,0.6017964071856288,0.31343283582089554
3,-0.5,9.0,5.0,205,91,64,27,0.7032967032967034,0.2967032967032967,0.6137724550898204,0.3024390243902439
5,0.5,9.0,6.0,202,91,64,27,0.7032967032967034,0.2967032967032967,0.6047904191616766,0.3118811881188119
1,0.0,5.0,7.0,147,64,45,19,0.703125,0.296875,0.44011976047904194,0.29931972789115646
5,-0.5,9.8,7.0,229,101,71,30,0.7029702970297029,0.297029702970297,0.6856287425149701,0.30131004366812225
1,-0.5,7.0,8.0,185,84,59,25,0.7023809523809523,0.2976190476190476,0.5538922155688623,0.31351351351351353
4,-0.5,9.8,5.0,214,94,66,28,0.7021276595744681,0.2978723404255319,0.6407185628742516,0.29439252336448596
1,0.5,7.0,3.0,138,67,47,20,0.7014925373134329,0.29850746268656714,0.41317365269461076,0.3333333333333333
5,-0.5,7.0,3.0,176,67,47,20,0.7014925373134329,0.29850746268656714,0.5269461077844312,0.26704545454545453
2,1.0,7.0,6.0,160,77,54,23,0.7012987012987013,0.2987012987012987,0.47904191616766467,0.33125
3,-0.5,5.0,6.0,187,77,54,23,0.7012987012987013,0.2987012987012987,0.5598802395209581,0.28342245989304815
4,1.0,7.0,5.0,176,77,54,23,0.7012987012987013,0.2987012987012987,0.5269461077844312,0.30113636363636365
5,1.0,7.0,7.0,196,87,61,26,0.7011494252873564,0.2988505747126437,0.5868263473053892,0.30612244897959184
4,-0.5,9.0,6.0,217,97,68,29,0.7010309278350515,0.29896907216494845,0.6497005988023952,0.30414746543778803
5,0.0,9.0,7.0,220,97,68,29,0.7010309278350515,0.29896907216494845,0.6586826347305389,0.30454545454545456
5,0.0,9.8,6.0,219,97,68,29,0.7010309278350515,0.29896907216494845,0.655688622754491,0.3013698630136986
4,0.0,7.0,7.0,208,90,63,27,0.7,0.3,0.6227544910179641,0.2980769230769231
4,0.0,9.0,5.0,205,90,63,27,0.7,0.3,0.6137724550898204,0.2975609756097561
5,1.0,9.0,6.0,198,90,63,27,0.7,0.3,0.592814371257485,0.31313131313131315
4,-0.5,5.0,6.0,194,80,56,24,0.7,0.3,0.5808383233532934,0.28350515463917525
4,-0.5,9.0,3.0,191,80,56,24,0.7,0.3,0.5718562874251497,0.2879581151832461
1,0.5,7.0,5.0,144,70,49,21,0.7,0.3,0.4311377245508982,0.3333333333333333
1,1.0,7.0,7.0,140,70,49,21,0.7,0.3,0.41916167664670656,0.34285714285714286
5,1.0,5.0,5.0,170,70,49,21,0.7,0.3,0.5089820359281437,0.2823529411764706
1,1.0,5.0,3.0,108,50,35,15,0.7,0.3,0.32335329341317365,0.3148148148148148
5,0.5,5.0,7.0,192,83,58,25,0.6987951807228916,0.30120481927710846,0.5748502994011976,0.296875
2,-0.5,5.0,7.0,176,73,51,22,0.6986301369863014,0.3013698630136986,0.5269461077844312,0.2840909090909091
4,0.0,5.0,5.0,182,73,51,22,0.6986301369863014,0.3013698630136986,0.5449101796407185,0.27472527472527475
1,0.0,5.0,6.0,146,63,44,19,0.6984126984126984,0.30158730158730157,0.437125748502994,0.2945205479452055
4,-0.5,5.0,3.0,168,63,44,19,0.6984126984126984,0.30158730158730157,0.5029940119760479,0.2619047619047619
1,1.0,5.0,5.0,114,53,37,16,0.6981132075471698,0.3018867924528302,0.3413173652694611,0.3157894736842105
3,0.0,7.0,6.0,196,86,60,26,0.6976744186046512,0.3023255813953488,0.5868263473053892,0.3010204081632653
5,-0.5,9.0,5.0,206,86,60,26,0.6976744186046512,0.3023255813953488,0.6167664670658682,0.28640776699029125
2,0.5,7.0,3.0,149,66,46,20,0.696969696969697,0.30303030303030304,0.44610778443113774,0.3087248322147651
3,-0.5,7.0,7.0,206,89,62,27,0.6966292134831461,0.30337078651685395,0.6167664670658682,0.2961165048543689
1,0.0,7.0,7.0,170,79,55,24,0.6962025316455697,0.3037974683544304,0.5089820359281437,0.3176470588235294
5,0.0,7.0,5.0,194,79,55,24,0.6962025316455697,0.3037974683544304,0.5808383233532934,0.27835051546391754
1,1.0,7.0,6.0,139,69,48,21,0.6956521739130435,0.30434782608695654,0.4161676646706587,0.3381294964028777
5,1.0,5.0,7.0,188,82,57,25,0.6951219512195121,0.3048780487804878,0.562874251497006,0.2978723404255319
1,0.0,5.0,3.0,138,59,41,18,0.6949152542372882,0.3050847457627119,0.41317365269461076,0.2898550724637681
2,0.0,5.0,3.0,149,59,41,18,0.6949152542372882,0.3050847457627119,0.44610778443113774,0.2751677852348993
2,-0.5,5.0,6.0,173,72,50,22,0.6944444444444444,0.3055555555555556,0.5179640718562875,0.2832369942196532
3,-0.5,5.0,5.0,180,72,50,22,0.6944444444444444,0.3055555555555556,0.5389221556886228,0.2722222222222222
3,-0.5,7.0,3.0,178,72,50,22,0.6944444444444444,0.3055555555555556,0.5329341317365269,0.2808988764044944
2,0.0,7.0,7.0,188,85,59,26,0.6941176470588235,0.3058823529411765,0.562874251497006,0.30851063829787234
5,0.5,7.0,6.0,194,85,59,26,0.6941176470588235,0.3058823529411765,0.5808383233532934,0.29896907216494845
5,-0.5,9.0,7.0,224,98,68,30,0.6938775510204082,0.30612244897959184,0.6706586826347305,0.29910714285714285
5,-0.5,9.8,6.0,223,98,68,30,0.6938775510204082,0.30612244897959184,0.6676646706586826,0.29596412556053814
1,0.0,5.0,5.0,144,62,43,19,0.6935483870967742,0.3064516129032258,0.4311377245508982,0.2916666666666667
5,-0.5,5.0,3.0,168,62,43,19,0.6935483870967742,0.3064516129032258,0.5029940119760479,0.25595238095238093
2,0.5,7.0,5.0,162,75,52,23,0.6933333333333334,0.30666666666666664,0.48502994011976047,0.3148148148148148
4,0.0,7.0,6.0,203,88,61,27,0.6931818181818182,0.3068181818181818,0.6077844311377245,0.2955665024630542
4,-0.5,7.0,7.0,212,91,63,28,0.6923076923076923,0.3076923076923077,0.6347305389221557,0.29245283018867924
4,-0.5,9.0,5.0,209,91,63,28,0.6923076923076923,0.3076923076923077,0.625748502994012,0.291866028708134
5,0.0,7.0,7.0,212,91,63,28,0.6923076923076923,0.3076923076923077,0.6347305389221557,0.29245283018867924
1,0.0,7.0,6.0,169,78,54,24,0.6923076923076923,0.3076923076923077,0.5059880239520959,0.3136094674556213
1,-0.5,5.0,7.0,157,65,45,20,0.6923076923076923,0.3076923076923077,0.47005988023952094,0.2802547770700637
1,1.0,7.0,3.0,131,65,45,20,0.6923076923076923,0.3076923076923077,0.39221556886227543,0.33587786259541985
2,1.0,7.0,3.0,143,65,45,20,0.6923076923076923,0.3076923076923077,0.4281437125748503,0.3146853146853147
5,0.0,9.0,6.0,214,94,65,29,0.6914893617021277,0.30851063829787234,0.6407185628742516,0.29906542056074764
3,0.0,7.0,5.0,189,81,56,25,0.691358024691358,0.30864197530864196,0.5658682634730539,0.291005291005291
1,1.0,7.0,5.0,137,68,47,21,0.6911764705882353,0.3088235294117647,0.4101796407185629,0.3357664233576642
2,0.0,5.0,5.0,162,68,47,21,0.6911764705882353,0.3088235294117647,0.48502994011976047,0.2839506172839506
2,0.0,7.0,6.0,185,84,58,26,0.6904761904761905,0.30952380952380953,0.5538922155688623,0.3081081081081081
5,1.0,7.0,6.0,190,84,58,26,0.6904761904761905,0.30952380952380953,0.5688622754491018,0.3
4,0.0,7.0,3.0,177,71,49,22,0.6901408450704225,0.30985915492957744,0.5299401197604791,0.2768361581920904
3,-0.5,7.0,6.0,201,87,60,27,0.6896551724137931,0.3103448275862069,0.6017964071856288,0.2935323383084577
1,0.0,7.0,3.0,161,74,51,23,0.6891891891891891,0.3108108108108108,0.4820359281437126,0.3105590062111801
2,1.0,7.0,5.0,156,74,51,23,0.6891891891891891,0.3108108108108108,0.46706586826347307,0.32051282051282054
4,-0.5,5.0,5.0,186,74,51,23,0.6891891891891891,0.3108108108108108,0.5568862275449101,0.26881720430107525
5,0.0,5.0,5.0,186,74,51,23,0.6891891891891891,0.3108108108108108,0.5568862275449101,0.26881720430107525
1,0.0,7.0,5.0,167,77,53,24,0.6883116883116883,0.3116883116883117,0.5,0.31137724550898205
1,-0.5,7.0,7.0,180,80,55,25,0.6875,0.3125,0.5389221556886228,0.3
5,-0.5,7.0,5.0,198,80,55,25,0.6875,0.3125,0.592814371257485,0.2727272727272727
5,0.5,5.0,6.0,186,80,55,25,0.6875,0.3125,0.5568862275449101,0.2903225806451613
1,-0.5,5.0,6.0,156,64,44,20,0.6875,0.3125,0.46706586826347307,0.27564102564102566
2,-0.5,7.0,7.0,195,86,59,27,0.686046511627907,0.313953488372093,0.5838323353293413,0.29743589743589743
5,0.0,5.0,7.0,204,86,59,27,0.686046511627907,0.313953488372093,0.6107784431137725,0.28431372549019607
4,-0.5,7.0,6.0,207,89,61,28,0.6853932584269663,0.3146067415730337,0.6197604790419161,0.2898550724637681
5,-0.5,7.0,7.0,216,92,63,29,0.6847826086956522,0.31521739130434784,0.6467065868263473,0.28703703703703703
5,-0.5,9.0,6.0,218,95,65,30,0.6842105263157895,0.3157894736842105,0.6526946107784432,0.29357798165137616
1,-0.5,7.0,6.0,179,79,54,25,0.6835443037974683,0.31645569620253167,0.5359281437125748,0.29608938547486036
5,1.0,5.0,6.0,182,79,54,25,0.6835443037974683,0.31645569620253167,0.5449101796407185,0.29120879120879123
1,-0.5,5.0,3.0,148,60,41,19,0.6833333333333333,0.31666666666666665,0.4431137724550898,0.2702702702702703
2,-0.5,5.0,3.0,156,60,41,19,0.6833333333333333,0.31666666666666665,0.46706586826347307,0.26282051282051283
3,-0.5,7.0,5.0,194,82,56,26,0.6829268292682927,0.3170731707317073,0.5808383233532934,0.28350515463917525
