signal_date,outcome_date,code,name,boards,height_bucket,theme,H,H_prev,leader_absent,leader_any_absent,height_drop,height_new_high,leader_baoliang,prev_leader_baoliang,theme_alive,theme_dead,same_theme_broken,loose_theme_broken,tier,is_new_high,is_sub_high,is_mid_2_3,is_legacy_near,one_price_today,zt_next,promote,one_word_next,tradable_zt,zha_next,zha_change_rate,boards_next,zt_d2,promote_d2,zt_d3,same_theme_baoliang
2025-10-10,2025-10-13,601212,白银有色,2,2,有色金属,3,4,True,True,True,False,False,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,True,True,False,True,False,,3,False,False,False,False
2025-10-10,2025-10-13,601611,中国核建,2,2,核电,3,4,True,True,True,False,False,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,False,False,True,False
2025-10-13,2025-10-14,603011,合锻智能,4,4,可控核聚变,4,3,False,False,False,False,True,False,False,False,False,False,new_high,True,False,False,False,False,False,False,,False,True,5.8104,,False,False,False,True
2025-10-13,2025-10-14,000969,安泰科技,3,3,稀土永磁,4,3,False,False,False,False,True,False,False,False,False,False,sub_high|mid_2_3,False,True,True,False,True,True,True,False,True,False,,4,False,False,False,False
2025-10-13,2025-10-14,600078,澄星股份,3,3,固态电池,4,3,False,False,False,False,True,False,False,False,False,False,sub_high|mid_2_3,False,True,True,False,False,True,True,True,False,False,,4,False,False,False,False
2025-10-13,2025-10-14,601212,白银有色,3,3,有色金属,4,3,False,False,False,False,True,False,False,False,False,False,sub_high|mid_2_3,False,True,True,False,False,False,False,,False,True,-1.0733,,False,False,True,False
2025-10-13,2025-10-14,000006,深振业Ａ,2,2,地产链,4,3,False,False,False,False,True,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,True,5.0267,,False,False,False,False
2025-10-13,2025-10-14,002208,合肥城建,2,2,芯片,4,3,False,False,False,False,True,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,True,True,False,True,False,,3,False,False,True,False
2025-10-13,2025-10-14,002549,凯美特气,2,2,芯片,4,3,False,False,False,False,True,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-13,2025-10-14,300260,新莱应材,2,2,芯片,4,3,False,False,False,False,True,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-13,2025-10-14,600234,科新发展,2,2,地产链,4,3,False,False,False,False,True,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,True,4.8035,,False,False,False,False
2025-10-13,2025-10-14,600382,广东明珠,2,2,三季报增长,4,3,False,False,False,False,True,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-13,2025-10-14,601011,宝泰隆,2,2,石墨烯,4,3,False,False,False,False,True,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,True,True,True,False,True,False,,3,False,False,True,False
2025-10-13,2025-10-14,601606,长城军工,2,2,军工,4,3,False,False,False,False,True,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-14,2025-10-15,000969,安泰科技,4,4,稀土永磁,4,4,True,True,False,False,True,True,False,True,False,False,new_high,True,False,False,False,False,False,False,,False,False,,,False,False,False,True
2025-10-14,2025-10-15,600078,澄星股份,4,4,固态电池,4,4,True,True,False,False,True,True,False,True,False,False,new_high,True,False,False,False,True,False,False,,False,True,-9.6774,,False,False,True,False
2025-10-14,2025-10-15,002208,合肥城建,3,3,芯片,4,4,True,True,False,False,True,True,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,True,-3.5907,,True,False,True,False
2025-10-14,2025-10-15,601011,宝泰隆,3,3,石墨化,4,4,True,True,False,False,True,True,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,True,False,False,False
2025-10-14,2025-10-15,002040,南京港,2,2,港口,4,4,True,True,False,False,True,True,False,True,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-14,2025-10-15,002952,亚世光电,2,2,面板,4,4,True,True,False,False,True,True,False,True,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-14,2025-10-15,301323,新莱福,2,2,稀土永磁,4,4,True,True,False,False,True,True,False,True,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,True
2025-10-14,2025-10-15,600868,梅雁吉祥,2,2,有色金属,4,4,True,True,False,False,True,True,False,True,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,True,-0.9009,,False,False,False,False
2025-10-14,2025-10-15,603690,至纯科技,2,2,芯片,4,4,True,True,False,False,True,True,False,True,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-14,2025-10-15,603903,中持股份,2,2,股权转让,4,4,True,True,False,False,True,True,False,True,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-14,2025-10-15,605188,国光连锁,2,2,零售,4,4,True,True,False,False,True,True,False,True,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,True,True,False,True,False,,3,False,False,False,False
2025-10-15,2025-10-16,605188,国光连锁,3,3,零售,3,4,True,True,True,False,False,True,False,False,False,False,new_high|mid_2_3|legacy_near,True,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-15,2025-10-16,000626,远大控股,2,2,食品饮料,3,4,True,True,True,False,False,True,False,False,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,True,True,False,True,False,,3,True,True,True,False
2025-10-15,2025-10-16,002370,亚太药业,2,2,实控人变更,3,4,True,True,True,False,False,True,False,False,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,True,True,True,True,False,False,,3,False,False,False,False
2025-10-15,2025-10-16,002942,新农股份,2,2,化工,3,4,True,True,True,False,False,True,False,False,False,True,sub_high|mid_2_3|legacy_near,False,True,True,True,False,True,True,False,True,False,,3,False,False,False,False
2025-10-15,2025-10-16,600403,大有能源,2,2,煤炭,3,4,True,True,True,False,False,True,False,False,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,True,True,False,True,False,,3,True,True,True,False
2025-10-15,2025-10-16,600617,国新能源,2,2,天然气,3,4,True,True,True,False,False,True,False,False,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,True,False,True,False
2025-10-15,2025-10-16,600819,耀皮玻璃,2,2,光伏,3,4,True,True,True,False,False,True,False,False,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-16,2025-10-17,000626,远大控股,3,3,食品饮料,3,3,True,True,False,False,True,False,False,True,False,True,new_high|mid_2_3,True,False,True,False,False,True,True,False,True,False,,4,True,True,False,False
2025-10-16,2025-10-17,002370,亚太药业,3,3,实控人变更,3,3,True,True,False,False,True,False,False,True,False,False,new_high|mid_2_3,True,False,True,False,True,False,False,,False,False,,,False,False,False,True
2025-10-16,2025-10-17,002942,新农股份,3,3,化工,3,3,True,True,False,False,True,False,False,True,False,False,new_high|mid_2_3,True,False,True,False,False,False,False,,False,False,,,False,False,False,False
2025-10-16,2025-10-17,600403,大有能源,3,3,煤炭,3,3,True,True,False,False,True,False,False,True,False,False,new_high|mid_2_3,True,False,True,False,False,True,True,False,True,False,,4,True,True,True,True
2025-10-16,2025-10-17,000572,海马汽车,2,2,充电桩,3,3,True,True,False,False,True,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-16,2025-10-17,002560,通达股份,2,2,成飞概念,3,3,True,True,False,False,True,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-16,2025-10-17,002885,京泉华,2,2,充电桩,3,3,True,True,False,False,True,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-16,2025-10-17,600629,华建集团,2,2,基础建设,3,3,True,True,False,False,True,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,False,False,True,False
2025-10-16,2025-10-17,600748,上实发展,2,2,芯片,3,3,True,True,False,False,True,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,True,8.1315,,False,False,True,False
2025-10-16,2025-10-17,601126,四方股份,2,2,固态变压器,3,3,True,True,False,False,True,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-16,2025-10-17,603778,国晟科技,2,2,固态电池,3,3,True,True,False,False,True,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,True,False,False,,False,False,,,False,False,False,False
2025-10-16,2025-10-17,603938,三孚股份,2,2,芯片,3,3,True,True,False,False,True,False,False,True,False,False,sub_high|mid_2_3|legacy_near,False,True,True,True,True,True,True,False,True,False,,3,True,True,False,False
2025-10-17,2025-10-20,000626,远大控股,4,4,食品饮料,4,3,False,True,False,False,False,True,False,False,False,True,new_high,True,False,False,False,False,True,True,False,True,False,,5,False,False,False,False
2025-10-17,2025-10-20,600403,大有能源,4,4,煤炭,4,3,False,True,False,False,False,True,False,False,False,False,new_high,True,False,False,False,False,True,True,False,True,False,,5,True,True,True,False
2025-10-17,2025-10-20,603938,三孚股份,3,3,芯片,4,3,False,True,False,False,False,True,False,False,False,False,sub_high|mid_2_3,False,True,True,False,False,True,True,True,False,False,,4,False,False,False,False
2025-10-17,2025-10-20,002208,合肥城建,2,2,芯片,4,3,False,True,False,False,False,True,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,True,False,False,False
2025-10-17,2025-10-20,002320,海峡股份,2,2,海南,4,3,False,True,False,False,False,True,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-17,2025-10-20,002825,纳尔股份,2,2,芯片,4,3,False,True,False,False,False,True,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-17,2025-10-20,600408,安泰集团,2,2,煤炭,4,3,False,True,False,False,False,True,False,False,False,True,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,True,True,False,True,False,,3,False,False,False,False
2025-10-17,2025-10-20,601212,白银有色,2,2,黄金,4,3,False,True,False,False,False,True,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-17,2025-10-20,603162,海通发展,2,2,福建,4,3,False,True,False,False,False,True,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-17,2025-10-20,603933,睿能科技,2,2,芯片,4,3,False,True,False,False,False,True,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,True,True,False,True,False,,3,False,False,True,False
2025-10-20,2025-10-21,000626,远大控股,5,5+,食品饮料,5,4,False,False,False,True,False,False,False,False,False,False,new_high,True,False,False,False,False,False,False,,False,False,,,False,False,False,False
2025-10-20,2025-10-21,600403,大有能源,5,5+,煤炭,5,4,False,False,False,True,False,False,False,False,False,False,new_high,True,False,False,False,False,True,True,False,True,False,,6,True,True,True,False
2025-10-20,2025-10-21,603938,三孚股份,4,4,芯片,5,4,False,False,False,True,False,False,False,False,False,False,sub_high,False,True,False,False,True,False,False,,False,False,,,False,False,False,False
2025-10-20,2025-10-21,600408,安泰集团,3,3,煤炭,5,4,False,False,False,True,False,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,True,False
2025-10-20,2025-10-21,603933,睿能科技,3,3,芯片,5,4,False,False,False,True,False,False,False,False,False,False,h_minus_2|mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,True,False,False,False
2025-10-20,2025-10-21,000592,平潭发展,2,2,福建,5,4,False,False,False,True,False,False,False,False,False,False,mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,True,False
2025-10-20,2025-10-21,001282,三联锻造,2,2,机器人概念,5,4,False,False,False,True,False,False,False,False,False,False,mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-20,2025-10-21,002083,孚日股份,2,2,锂电池,5,4,False,False,False,True,False,False,False,False,False,False,mid_2_3|legacy_near,False,False,True,True,True,False,False,,False,False,,,False,False,False,False
2025-10-20,2025-10-21,002767,先锋电子,2,2,天然气,5,4,False,False,False,True,False,False,False,False,False,False,mid_2_3|legacy_near,False,False,True,True,False,True,True,False,True,False,,3,False,False,False,False
2025-10-20,2025-10-21,600617,国新能源,2,2,天然气,5,4,False,False,False,True,False,False,False,False,False,False,mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-21,2025-10-22,600403,大有能源,6,5+,国有企业,6,5,False,True,False,True,True,False,False,False,False,False,new_high,True,False,False,False,False,True,True,False,True,False,,7,True,True,False,True
2025-10-21,2025-10-22,002767,先锋电子,3,3,天然气,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3|legacy_near,False,False,True,True,False,False,False,,False,False,,,False,False,False,False
2025-10-21,2025-10-22,000620,盈新发展,2,2,房地产,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,False,True,True,True,False,False,,3,True,True,True,False
2025-10-21,2025-10-22,000852,石化机械,2,2,国有企业,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,True,True,True,True,False,False,,3,True,True,False,True
2025-10-21,2025-10-22,001267,汇绿生态,2,2,光模块,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,True,3.9709,,False,False,True,False
2025-10-21,2025-10-22,002278,神开股份,2,2,天然气,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,True,True,True,True,False,False,,3,True,True,False,False
2025-10-21,2025-10-22,301158,德石股份,2,2,天然气,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,True,16.7966,,False,False,False,False
2025-10-21,2025-10-22,600172,黄河旋风,2,2,国有企业,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,False,True,True,False,True,False,,3,False,False,False,True
2025-10-21,2025-10-22,600262,北方股份,2,2,基础建设,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,False,True,True,False,True,False,,3,False,False,False,False
2025-10-21,2025-10-22,600681,百川能源,2,2,天然气,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,False,,,False,False,False,False
2025-10-21,2025-10-22,601608,中信重工,2,2,基础建设,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,False,True,True,True,False,False,,3,False,False,False,False
2025-10-21,2025-10-22,605580,恒盛能源,2,2,热力,6,5,False,True,False,True,True,False,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,False,,,False,False,False,False
2025-10-22,2025-10-23,600403,大有能源,7,5+,国有企业,7,6,False,False,False,True,False,True,False,False,False,False,new_high,True,False,False,False,False,True,True,False,True,False,,8,False,False,False,False
2025-10-22,2025-10-23,000620,盈新发展,3,3,并购重组,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,True,True,True,True,False,False,,4,True,True,True,False
2025-10-22,2025-10-23,000852,石化机械,3,3,国有企业,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,True,True,True,False,True,False,,4,False,False,False,False
2025-10-22,2025-10-23,002278,神开股份,3,3,石油石化,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,True,True,True,False,True,False,,4,False,False,False,False
2025-10-22,2025-10-23,600172,黄河旋风,3,3,国有企业,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,False,,,False,False,False,False
2025-10-22,2025-10-23,600262,北方股份,3,3,基础建设,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,False,,,False,False,False,False
2025-10-22,2025-10-23,601608,中信重工,3,3,基础建设,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,True,False,False,,False,False,,,False,False,True,False
2025-10-22,2025-10-23,000509,华塑控股,2,2,国有企业,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,True,-2.6316,,False,False,False,False
2025-10-22,2025-10-23,000637,茂化实华,2,2,石油石化,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,False,,,True,False,False,False
2025-10-22,2025-10-23,000952,广济药业,2,2,国有企业,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,True,False,False,,False,True,-0.1287,,False,False,False,False
2025-10-22,2025-10-23,002490,山东墨龙,2,2,石油石化,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,False,True,True,False,True,False,,3,False,False,False,False
2025-10-22,2025-10-23,002513,蓝丰生化,2,2,化工,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,False,,,False,False,False,False
2025-10-22,2025-10-23,002542,中化岩土,2,2,基础建设,7,6,False,False,False,True,False,True,False,False,False,False,mid_2_3,False,False,True,False,False,False,False,,False,False,,,False,False,False,False
