family,filters,outcome,n,wins,rate,h1_n,h1_w,h1,h2_n,h2_w,h2,claim
alt_plus,ge3_unopened_tn8+circ_mid,touch3,43,33,0.7674,21,14,0.6667,22,19,0.8636,False
alt_plus,ge3_unopened_tn8+circ_mid,hold_3d,46,28,0.6087,22,13,0.5909,24,15,0.6250,False
alt_plus,ge3_unopened_tn8+huanshou,maxc3,61,49,0.8033,29,21,0.7241,32,28,0.8750,False
alt_plus,ge3_unopened_tn8+huanshou,hold_close,61,40,0.6557,29,18,0.6207,32,22,0.6875,False
alt_plus,ge3_unopened_tn8+huanshou,hold_flat,61,40,0.6557,29,18,0.6207,32,22,0.6875,False
alt_plus,ge3_unopened_tn8+huanshou,hold_touch3,61,41,0.6721,29,17,0.5862,32,24,0.7500,False
alt_plus,ge3_unopened_tn8+huanshou,open_up,59,24,0.4068,29,13,0.4483,30,11,0.3667,False
alt_plus,ge3_unopened_tn8+huanshou,open_flat,59,29,0.4915,29,16,0.5517,30,13,0.4333,False
alt_plus,ge3_unopened_tn8+huanshou,touch3,59,39,0.6610,29,17,0.5862,30,22,0.7333,False
alt_plus,ge3_unopened_tn8+huanshou,hold_3d,60,34,0.5667,28,15,0.5357,32,19,0.5938,False
alt_plus,ge3_unopened_tn8+intact_unopened,maxc3,36,29,0.8056,18,13,0.7222,18,16,0.8889,False
alt_plus,ge3_unopened_tn8+intact_unopened,hold_close,36,23,0.6389,18,11,0.6111,18,12,0.6667,False
alt_plus,ge3_unopened_tn8+intact_unopened,hold_flat,36,23,0.6389,18,11,0.6111,18,12,0.6667,False
alt_plus,ge3_unopened_tn8+intact_unopened,hold_touch3,36,25,0.6944,18,12,0.6667,18,13,0.7222,False
alt_plus,ge3_unopened_tn8+intact_unopened,open_up,34,12,0.3529,17,5,0.2941,17,7,0.4118,False
alt_plus,ge3_unopened_tn8+intact_unopened,open_flat,34,17,0.5000,17,8,0.4706,17,9,0.5294,False
alt_plus,ge3_unopened_tn8+intact_unopened,touch3,34,23,0.6765,17,11,0.6471,17,12,0.7059,False
alt_plus,ge3_unopened_tn8+intact_unopened,hold_3d,36,22,0.6111,18,11,0.6111,18,11,0.6111,False
alt_plus,ge3_unopened_tn8+intact_tn8,maxc3,36,29,0.8056,18,13,0.7222,18,16,0.8889,False
alt_plus,ge3_unopened_tn8+intact_tn8,hold_close,36,23,0.6389,18,11,0.6111,18,12,0.6667,False
alt_plus,ge3_unopened_tn8+intact_tn8,hold_flat,36,23,0.6389,18,11,0.6111,18,12,0.6667,False
alt_plus,ge3_unopened_tn8+intact_tn8,hold_touch3,36,25,0.6944,18,12,0.6667,18,13,0.7222,False
alt_plus,ge3_unopened_tn8+intact_tn8,open_up,34,12,0.3529,17,5,0.2941,17,7,0.4118,False
alt_plus,ge3_unopened_tn8+intact_tn8,open_flat,34,17,0.5000,17,8,0.4706,17,9,0.5294,False
alt_plus,ge3_unopened_tn8+intact_tn8,touch3,34,23,0.6765,17,11,0.6471,17,12,0.7059,False
alt_plus,ge3_unopened_tn8+intact_tn8,hold_3d,36,22,0.6111,18,11,0.6111,18,11,0.6111,False
alt_plus,ge3_unopened_tn8+unopened_tn8,maxc3,67,54,0.8060,32,24,0.7500,35,30,0.8571,False
alt_plus,ge3_unopened_tn8+unopened_tn8,hold_close,67,45,0.6716,32,21,0.6562,35,24,0.6857,False
alt_plus,ge3_unopened_tn8+unopened_tn8,hold_flat,67,45,0.6716,32,21,0.6562,35,24,0.6857,False
alt_plus,ge3_unopened_tn8+unopened_tn8,hold_touch3,67,46,0.6866,32,20,0.6250,35,26,0.7429,False
alt_plus,ge3_unopened_tn8+unopened_tn8,open_up,63,26,0.4127,31,14,0.4516,32,12,0.3750,False
alt_plus,ge3_unopened_tn8+unopened_tn8,open_flat,63,33,0.5238,31,18,0.5806,32,15,0.4688,False
alt_plus,ge3_unopened_tn8+unopened_tn8,touch3,63,42,0.6667,31,19,0.6129,32,23,0.7188,False
alt_plus,ge3_unopened_tn8+unopened_tn8,hold_3d,66,39,0.5909,31,18,0.5806,35,21,0.6000,False
alt_plus,ge3_unopened_tn8+unopened_seal03,maxc3,8,6,0.7500,4,3,0.7500,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+unopened_seal03,hold_close,8,5,0.6250,4,3,0.7500,4,2,0.5000,False
alt_plus,ge3_unopened_tn8+unopened_seal03,hold_flat,8,5,0.6250,4,3,0.7500,4,2,0.5000,False
alt_plus,ge3_unopened_tn8+unopened_seal03,hold_touch3,8,6,0.7500,4,3,0.7500,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+unopened_seal03,open_up,7,3,0.4286,3,2,0.6667,4,1,0.2500,False
alt_plus,ge3_unopened_tn8+unopened_seal03,open_flat,7,5,0.7143,3,2,0.6667,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+unopened_seal03,touch3,7,5,0.7143,3,2,0.6667,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+unopened_seal03,hold_3d,8,6,0.7500,4,3,0.7500,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+intact_seal03,maxc3,7,5,0.7143,3,2,0.6667,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+intact_seal03,hold_close,7,4,0.5714,3,2,0.6667,4,2,0.5000,False
alt_plus,ge3_unopened_tn8+intact_seal03,hold_flat,7,4,0.5714,3,2,0.6667,4,2,0.5000,False
alt_plus,ge3_unopened_tn8+intact_seal03,hold_touch3,7,5,0.7143,3,2,0.6667,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+intact_seal03,open_up,6,2,0.3333,2,1,0.5000,4,1,0.2500,False
alt_plus,ge3_unopened_tn8+intact_seal03,open_flat,6,4,0.6667,2,1,0.5000,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+intact_seal03,touch3,6,4,0.6667,2,1,0.5000,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+intact_seal03,hold_3d,7,5,0.7143,3,2,0.6667,4,3,0.7500,False
alt_plus,ge3_unopened_tn8+stock_unbroken_unopened,maxc3,58,47,0.8103,29,22,0.7586,29,25,0.8621,False
alt_plus,ge3_unopened_tn8+stock_unbroken_unopened,hold_close,58,38,0.6552,29,19,0.6552,29,19,0.6552,False
alt_plus,ge3_unopened_tn8+stock_unbroken_unopened,hold_flat,58,38,0.6552,29,19,0.6552,29,19,0.6552,False
alt_plus,ge3_unopened_tn8+stock_unbroken_unopened,hold_touch3,58,40,0.6897,29,19,0.6552,29,21,0.7241,False
alt_plus,ge3_unopened_tn8+stock_unbroken_unopened,open_up,55,23,0.4182,28,13,0.4643,27,10,0.3704,False
alt_plus,ge3_unopened_tn8+stock_unbroken_unopened,open_flat,55,29,0.5273,28,17,0.6071,27,12,0.4444,False
alt_plus,ge3_unopened_tn8+stock_unbroken_unopened,touch3,55,37,0.6727,28,18,0.6429,27,19,0.7037,False
alt_plus,ge3_unopened_tn8+stock_unbroken_unopened,hold_3d,57,34,0.5965,28,17,0.6071,29,17,0.5862,False
alt_plus,ge3_unopened_tn8+stock_unbroken_tn8,maxc3,58,47,0.8103,29,22,0.7586,29,25,0.8621,False
alt_plus,ge3_unopened_tn8+stock_unbroken_tn8,hold_close,58,38,0.6552,29,19,0.6552,29,19,0.6552,False
alt_plus,ge3_unopened_tn8+stock_unbroken_tn8,hold_flat,58,38,0.6552,29,19,0.6552,29,19,0.6552,False
alt_plus,ge3_unopened_tn8+stock_unbroken_tn8,hold_touch3,58,40,0.6897,29,19,0.6552,29,21,0.7241,False
alt_plus,ge3_unopened_tn8+stock_unbroken_tn8,open_up,55,23,0.4182,28,13,0.4643,27,10,0.3704,False
alt_plus,ge3_unopened_tn8+stock_unbroken_tn8,open_flat,55,29,0.5273,28,17,0.6071,27,12,0.4444,False
alt_plus,ge3_unopened_tn8+stock_unbroken_tn8,touch3,55,37,0.6727,28,18,0.6429,27,19,0.7037,False
alt_plus,ge3_unopened_tn8+stock_unbroken_tn8,hold_3d,57,34,0.5965,28,17,0.6071,29,17,0.5862,False
alt_plus,ge3_unopened_tn8+early_unopened,maxc3,50,40,0.8000,26,20,0.7692,24,20,0.8333,False
alt_plus,ge3_unopened_tn8+early_unopened,hold_close,50,35,0.7000,26,19,0.7308,24,16,0.6667,False
alt_plus,ge3_unopened_tn8+early_unopened,hold_flat,50,35,0.7000,26,19,0.7308,24,16,0.6667,False
alt_plus,ge3_unopened_tn8+early_unopened,hold_touch3,50,34,0.6800,26,16,0.6154,24,18,0.7500,False
alt_plus,ge3_unopened_tn8+early_unopened,open_up,46,20,0.4348,25,12,0.4800,21,8,0.3810,False
alt_plus,ge3_unopened_tn8+early_unopened,open_flat,46,25,0.5435,25,14,0.5600,21,11,0.5238,False
alt_plus,ge3_unopened_tn8+early_unopened,touch3,46,30,0.6522,25,15,0.6000,21,15,0.7143,False
alt_plus,ge3_unopened_tn8+early_unopened,hold_3d,49,28,0.5714,25,14,0.5600,24,14,0.5833,False
alt_plus,ge3_unopened_tn8+ge4_tn8_unopened,maxc3,67,54,0.8060,32,24,0.7500,35,30,0.8571,False
alt_plus,ge3_unopened_tn8+ge4_tn8_unopened,hold_close,67,45,0.6716,32,21,0.6562,35,24,0.6857,False
alt_plus,ge3_unopened_tn8+ge4_tn8_unopened,hold_flat,67,45,0.6716,32,21,0.6562,35,24,0.6857,False
alt_plus,ge3_unopened_tn8+ge4_tn8_unopened,hold_touch3,67,46,0.6866,32,20,0.6250,35,26,0.7429,False
alt_plus,ge3_unopened_tn8+ge4_tn8_unopened,open_up,63,26,0.4127,31,14,0.4516,32,12,0.3750,False
alt_plus,ge3_unopened_tn8+ge4_tn8_unopened,open_flat,63,33,0.5238,31,18,0.5806,32,15,0.4688,False
alt_plus,ge3_unopened_tn8+ge4_tn8_unopened,touch3,63,42,0.6667,31,19,0.6129,32,23,0.7188,False
alt_plus,ge3_unopened_tn8+ge4_tn8_unopened,hold_3d,66,39,0.5909,31,18,0.5806,35,21,0.6000,False
alt_base,ge4_seal02_tn6,maxc3,38,31,0.8158,24,20,0.8333,14,11,0.7857,False
alt_base,ge4_seal02_tn6,hold_close,38,30,0.7895,24,20,0.8333,14,10,0.7143,False
alt_base,ge4_seal02_tn6,hold_flat,38,30,0.7895,24,20,0.8333,14,10,0.7143,False
alt_base,ge4_seal02_tn6,hold_touch3,38,29,0.7632,24,18,0.7500,14,11,0.7857,False
alt_base,ge4_seal02_tn6,open_up,33,11,0.3333,22,7,0.3182,11,4,0.3636,False
alt_base,ge4_seal02_tn6,open_flat,33,22,0.6667,22,14,0.6364,11,8,0.7273,False
alt_base,ge4_seal02_tn6,touch3,33,24,0.7273,22,16,0.7273,11,8,0.7273,False
alt_base,ge4_seal02_tn6,hold_3d,36,23,0.6389,23,14,0.6087,13,9,0.6923,False
alt_base,ge2_seal02_tn8,maxc3,123,91,0.7398,75,54,0.7200,48,37,0.7708,False
alt_base,ge2_seal02_tn8,hold_close,123,82,0.6667,75,49,0.6533,48,33,0.6875,False
alt_base,ge2_seal02_tn8,hold_flat,123,83,0.6748,75,50,0.6667,48,33,0.6875,False
alt_base,ge2_seal02_tn8,hold_touch3,123,85,0.6911,75,45,0.6000,48,40,0.8333,False
alt_base,ge2_seal02_tn8,open_up,105,28,0.2667,63,15,0.2381,42,13,0.3095,False
alt_base,ge2_seal02_tn8,open_flat,105,46,0.4381,63,25,0.3968,42,21,0.5000,False
alt_base,ge2_seal02_tn8,touch3,105,67,0.6381,63,33,0.5238,42,34,0.8095,False
alt_base,ge2_seal02_tn8,hold_3d,119,63,0.5294,73,38,0.5205,46,25,0.5435,False
