family,filters,outcome,n,wins,rate,h1_n,h1_w,h1,h2_n,h2_w,h2,claim
squeeze_base,ge4_seal02_tn5+turn_mid,hold_close,34,29,0.8529,20,18,0.9000,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+turn_mid,hold_flat,34,29,0.8529,20,18,0.9000,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+turn_mid,hold_touch3,34,26,0.7647,20,15,0.7500,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+turn_mid,open_up,29,11,0.3793,18,6,0.3333,11,5,0.4545,False
squeeze_base,ge4_seal02_tn5+turn_mid,open_flat,29,20,0.6897,18,11,0.6111,11,9,0.8182,False
squeeze_base,ge4_seal02_tn5+turn_mid,touch3,29,21,0.7241,18,13,0.7222,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+turn_mid,hold_3d,32,21,0.6562,19,12,0.6316,13,9,0.6923,False
squeeze_base,ge4_seal02_tn5+circ_mid,maxc3,37,32,0.8649,23,20,0.8696,14,12,0.8571,False
squeeze_base,ge4_seal02_tn5+circ_mid,hold_close,37,30,0.8108,23,20,0.8696,14,10,0.7143,False
squeeze_base,ge4_seal02_tn5+circ_mid,hold_flat,37,30,0.8108,23,20,0.8696,14,10,0.7143,False
squeeze_base,ge4_seal02_tn5+circ_mid,hold_touch3,37,31,0.8378,23,20,0.8696,14,11,0.7857,False
squeeze_base,ge4_seal02_tn5+circ_mid,open_up,33,12,0.3636,21,6,0.2857,12,6,0.5000,False
squeeze_base,ge4_seal02_tn5+circ_mid,open_flat,33,22,0.6667,21,14,0.6667,12,8,0.6667,False
squeeze_base,ge4_seal02_tn5+circ_mid,touch3,33,27,0.8182,21,18,0.8571,12,9,0.7500,False
squeeze_base,ge4_seal02_tn5+circ_mid,hold_3d,36,26,0.7222,23,16,0.6957,13,10,0.7692,False
squeeze_base,ge4_seal02_tn5+huanshou,maxc3,29,23,0.7931,18,14,0.7778,11,9,0.8182,False
squeeze_base,ge4_seal02_tn5+huanshou,hold_close,29,21,0.7241,18,14,0.7778,11,7,0.6364,False
squeeze_base,ge4_seal02_tn5+huanshou,hold_flat,29,21,0.7241,18,14,0.7778,11,7,0.6364,False
squeeze_base,ge4_seal02_tn5+huanshou,hold_touch3,29,22,0.7586,18,14,0.7778,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+huanshou,open_up,27,8,0.2963,17,5,0.2941,10,3,0.3000,False
squeeze_base,ge4_seal02_tn5+huanshou,open_flat,27,15,0.5556,17,9,0.5294,10,6,0.6000,False
squeeze_base,ge4_seal02_tn5+huanshou,touch3,27,20,0.7407,17,13,0.7647,10,7,0.7000,False
squeeze_base,ge4_seal02_tn5+huanshou,hold_3d,28,17,0.6071,17,9,0.5294,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+intact_unopened,maxc3,18,15,0.8333,12,10,0.8333,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+intact_unopened,hold_close,18,14,0.7778,12,10,0.8333,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+intact_unopened,hold_flat,18,14,0.7778,12,10,0.8333,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+intact_unopened,hold_touch3,18,14,0.7778,12,10,0.8333,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+intact_unopened,open_up,17,5,0.2941,11,3,0.2727,6,2,0.3333,False
squeeze_base,ge4_seal02_tn5+intact_unopened,open_flat,17,12,0.7059,11,7,0.6364,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+intact_unopened,touch3,17,13,0.7647,11,9,0.8182,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+intact_unopened,hold_3d,18,13,0.7222,12,8,0.6667,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+intact_tn8,maxc3,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+intact_tn8,hold_close,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+intact_tn8,hold_flat,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+intact_tn8,hold_touch3,19,14,0.7368,12,8,0.6667,7,6,0.8571,False
squeeze_base,ge4_seal02_tn5+intact_tn8,open_up,17,6,0.3529,11,3,0.2727,6,3,0.5000,False
squeeze_base,ge4_seal02_tn5+intact_tn8,open_flat,17,12,0.7059,11,7,0.6364,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+intact_tn8,touch3,17,12,0.7059,11,7,0.6364,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+intact_tn8,hold_3d,18,11,0.6111,12,7,0.5833,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+unopened_tn8,maxc3,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+unopened_tn8,hold_close,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+unopened_tn8,hold_flat,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+unopened_tn8,hold_touch3,18,14,0.7778,12,9,0.7500,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+unopened_tn8,open_up,16,7,0.4375,11,5,0.4545,5,2,0.4000,False
squeeze_base,ge4_seal02_tn5+unopened_tn8,open_flat,16,12,0.7500,11,8,0.7273,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+unopened_tn8,touch3,16,12,0.7500,11,8,0.7273,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+unopened_tn8,hold_3d,17,13,0.7647,11,9,0.8182,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+unopened_seal03,maxc3,10,8,0.8000,5,4,0.8000,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+unopened_seal03,hold_close,10,7,0.7000,5,4,0.8000,5,3,0.6000,False
squeeze_base,ge4_seal02_tn5+unopened_seal03,hold_flat,10,7,0.7000,5,4,0.8000,5,3,0.6000,False
squeeze_base,ge4_seal02_tn5+unopened_seal03,hold_touch3,10,7,0.7000,5,4,0.8000,5,3,0.6000,False
squeeze_base,ge4_seal02_tn5+unopened_seal03,open_up,9,3,0.3333,4,2,0.5000,5,1,0.2000,False
squeeze_base,ge4_seal02_tn5+unopened_seal03,open_flat,9,7,0.7778,4,3,0.7500,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+unopened_seal03,touch3,9,6,0.6667,4,3,0.7500,5,3,0.6000,False
squeeze_base,ge4_seal02_tn5+unopened_seal03,hold_3d,10,8,0.8000,5,4,0.8000,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+intact_seal03,maxc3,12,9,0.7500,5,3,0.6000,7,6,0.8571,False
squeeze_base,ge4_seal02_tn5+intact_seal03,hold_close,12,8,0.6667,5,3,0.6000,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+intact_seal03,hold_flat,12,8,0.6667,5,3,0.6000,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+intact_seal03,hold_touch3,12,8,0.6667,5,3,0.6000,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+intact_seal03,open_up,10,3,0.3000,4,1,0.2500,6,2,0.3333,False
squeeze_base,ge4_seal02_tn5+intact_seal03,open_flat,10,7,0.7000,4,2,0.5000,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+intact_seal03,touch3,10,6,0.6000,4,2,0.5000,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+intact_seal03,hold_3d,11,8,0.7273,5,3,0.6000,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_unopened,maxc3,23,19,0.8261,15,13,0.8667,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_unopened,hold_close,23,18,0.7826,15,13,0.8667,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_unopened,hold_flat,23,18,0.7826,15,13,0.8667,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_unopened,hold_touch3,23,18,0.7826,15,12,0.8000,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_unopened,open_up,21,8,0.3810,14,6,0.4286,7,2,0.2857,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_unopened,open_flat,21,15,0.7143,14,10,0.7143,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_unopened,touch3,21,16,0.7619,14,11,0.7857,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_unopened,hold_3d,22,17,0.7727,14,11,0.7857,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_tn8,maxc3,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_tn8,hold_close,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_tn8,hold_flat,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_tn8,hold_touch3,32,24,0.7500,21,15,0.7143,11,9,0.8182,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_tn8,open_up,27,10,0.3704,19,7,0.3684,8,3,0.3750,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_tn8,open_flat,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_tn8,touch3,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+stock_unbroken_tn8,hold_3d,30,19,0.6333,20,13,0.6500,10,6,0.6000,False
squeeze_base,ge4_seal02_tn5+early_unopened,maxc3,23,19,0.8261,15,13,0.8667,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+early_unopened,hold_close,23,18,0.7826,15,13,0.8667,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+early_unopened,hold_flat,23,18,0.7826,15,13,0.8667,8,5,0.6250,False
squeeze_base,ge4_seal02_tn5+early_unopened,hold_touch3,23,18,0.7826,15,12,0.8000,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+early_unopened,open_up,21,8,0.3810,14,6,0.4286,7,2,0.2857,False
squeeze_base,ge4_seal02_tn5+early_unopened,open_flat,21,14,0.6667,14,9,0.6429,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+early_unopened,touch3,21,16,0.7619,14,11,0.7857,7,5,0.7143,False
squeeze_base,ge4_seal02_tn5+early_unopened,hold_3d,22,16,0.7273,14,10,0.7143,8,6,0.7500,False
squeeze_base,ge4_seal02_tn5+ge4_tn8_unopened,maxc3,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+ge4_tn8_unopened,hold_close,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+ge4_tn8_unopened,hold_flat,18,15,0.8333,12,11,0.9167,6,4,0.6667,False
squeeze_base,ge4_seal02_tn5+ge4_tn8_unopened,hold_touch3,18,14,0.7778,12,9,0.7500,6,5,0.8333,False
squeeze_base,ge4_seal02_tn5+ge4_tn8_unopened,open_up,16,7,0.4375,11,5,0.4545,5,2,0.4000,False
squeeze_base,ge4_seal02_tn5+ge4_tn8_unopened,open_flat,16,12,0.7500,11,8,0.7273,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+ge4_tn8_unopened,touch3,16,12,0.7500,11,8,0.7273,5,4,0.8000,False
squeeze_base,ge4_seal02_tn5+ge4_tn8_unopened,hold_3d,17,13,0.7647,11,9,0.8182,6,4,0.6667,False
alt_base,ge4_seal02_tn5,maxc3,46,38,0.8261,28,23,0.8214,18,15,0.8333,False
alt_base,ge4_seal02_tn5,hold_close,46,36,0.7826,28,23,0.8214,18,13,0.7222,False
alt_base,ge4_seal02_tn5,hold_flat,46,36,0.7826,28,23,0.8214,18,13,0.7222,False
alt_base,ge4_seal02_tn5,hold_touch3,46,36,0.7826,28,22,0.7857,18,14,0.7778,False
alt_base,ge4_seal02_tn5,open_up,41,15,0.3659,26,8,0.3077,15,7,0.4667,False
alt_base,ge4_seal02_tn5,open_flat,41,27,0.6585,26,16,0.6154,15,11,0.7333,False
alt_base,ge4_seal02_tn5,touch3,41,31,0.7561,26,20,0.7692,15,11,0.7333,False
alt_base,ge4_seal02_tn5,hold_3d,44,28,0.6364,27,16,0.5926,17,12,0.7059,False
alt_base,ge3_seal02_tn8,maxc3,49,41,0.8367,25,21,0.8400,24,20,0.8333,False
alt_base,ge3_seal02_tn8,hold_close,49,39,0.7959,25,21,0.8400,24,18,0.7500,False
alt_base,ge3_seal02_tn8,hold_flat,49,39,0.7959,25,21,0.8400,24,18,0.7500,False
alt_base,ge3_seal02_tn8,hold_touch3,49,38,0.7755,25,18,0.7200,24,20,0.8333,False
alt_base,ge3_seal02_tn8,open_up,42,14,0.3333,22,7,0.3182,20,7,0.3500,False
alt_base,ge3_seal02_tn8,open_flat,42,25,0.5952,22,14,0.6364,20,11,0.5500,False
alt_base,ge3_seal02_tn8,touch3,42,31,0.7381,22,15,0.6818,20,16,0.8000,False
alt_base,ge3_seal02_tn8,hold_3d,47,29,0.6170,24,16,0.6667,23,13,0.5652,False
alt_plus,ge3_seal02_tn8+intact,maxc3,29,24,0.8276,14,11,0.7857,15,13,0.8667,False
alt_plus,ge3_seal02_tn8+intact,hold_close,29,22,0.7586,14,11,0.7857,15,11,0.7333,False
alt_plus,ge3_seal02_tn8+intact,hold_flat,29,22,0.7586,14,11,0.7857,15,11,0.7333,False
alt_plus,ge3_seal02_tn8+intact,hold_touch3,29,23,0.7931,14,10,0.7143,15,13,0.8667,False
alt_plus,ge3_seal02_tn8+intact,open_up,27,9,0.3333,13,3,0.2308,14,6,0.4286,False
alt_plus,ge3_seal02_tn8+intact,open_flat,27,17,0.6296,13,8,0.6154,14,9,0.6429,False
alt_plus,ge3_seal02_tn8+intact,touch3,27,21,0.7778,13,9,0.6923,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+intact,hold_3d,28,17,0.6071,14,9,0.6429,14,8,0.5714,False
alt_plus,ge3_seal02_tn8+absent,maxc3,20,17,0.8500,11,10,0.9091,9,7,0.7778,False
alt_plus,ge3_seal02_tn8+absent,hold_close,20,17,0.8500,11,10,0.9091,9,7,0.7778,False
alt_plus,ge3_seal02_tn8+absent,hold_flat,20,17,0.8500,11,10,0.9091,9,7,0.7778,False
alt_plus,ge3_seal02_tn8+absent,hold_touch3,20,15,0.7500,11,8,0.7273,9,7,0.7778,False
alt_plus,ge3_seal02_tn8+absent,open_up,15,5,0.3333,9,4,0.4444,6,1,0.1667,False
alt_plus,ge3_seal02_tn8+absent,open_flat,15,8,0.5333,9,6,0.6667,6,2,0.3333,False
alt_plus,ge3_seal02_tn8+absent,touch3,15,10,0.6667,9,6,0.6667,6,4,0.6667,False
alt_plus,ge3_seal02_tn8+absent,hold_3d,19,12,0.6316,10,7,0.7000,9,5,0.5556,False
alt_plus,ge3_seal02_tn8+drop,maxc3,18,16,0.8889,11,10,0.9091,7,6,0.8571,False
alt_plus,ge3_seal02_tn8+drop,hold_close,18,16,0.8889,11,10,0.9091,7,6,0.8571,False
alt_plus,ge3_seal02_tn8+drop,hold_flat,18,16,0.8889,11,10,0.9091,7,6,0.8571,False
alt_plus,ge3_seal02_tn8+drop,hold_touch3,18,13,0.7222,11,8,0.7273,7,5,0.7143,False
alt_plus,ge3_seal02_tn8+drop,open_up,14,5,0.3571,9,4,0.4444,5,1,0.2000,False
alt_plus,ge3_seal02_tn8+drop,open_flat,14,8,0.5714,9,6,0.6667,5,2,0.4000,False
alt_plus,ge3_seal02_tn8+drop,touch3,14,9,0.6429,9,6,0.6667,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+drop,hold_3d,17,11,0.6471,10,7,0.7000,7,4,0.5714,False
alt_plus,ge3_seal02_tn8+not_drop,maxc3,31,25,0.8065,14,11,0.7857,17,14,0.8235,False
alt_plus,ge3_seal02_tn8+not_drop,hold_close,31,23,0.7419,14,11,0.7857,17,12,0.7059,False
alt_plus,ge3_seal02_tn8+not_drop,hold_flat,31,23,0.7419,14,11,0.7857,17,12,0.7059,False
alt_plus,ge3_seal02_tn8+not_drop,hold_touch3,31,25,0.8065,14,10,0.7143,17,15,0.8824,False
alt_plus,ge3_seal02_tn8+not_drop,open_up,28,9,0.3214,13,3,0.2308,15,6,0.4000,False
alt_plus,ge3_seal02_tn8+not_drop,open_flat,28,17,0.6071,13,8,0.6154,15,9,0.6000,False
alt_plus,ge3_seal02_tn8+not_drop,touch3,28,22,0.7857,13,9,0.6923,15,13,0.8667,False
alt_plus,ge3_seal02_tn8+not_drop,hold_3d,30,18,0.6000,14,9,0.6429,16,9,0.5625,False
alt_plus,ge3_seal02_tn8+same_break,maxc3,4,3,0.7500,1,1,1.0000,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+same_break,hold_close,4,2,0.5000,1,1,1.0000,3,1,0.3333,False
alt_plus,ge3_seal02_tn8+same_break,hold_flat,4,2,0.5000,1,1,1.0000,3,1,0.3333,False
alt_plus,ge3_seal02_tn8+same_break,hold_touch3,4,4,1.0000,1,1,1.0000,3,3,1.0000,False
alt_plus,ge3_seal02_tn8+same_break,open_up,3,1,0.3333,1,1,1.0000,2,0,0.0000,False
alt_plus,ge3_seal02_tn8+same_break,open_flat,3,1,0.3333,1,1,1.0000,2,0,0.0000,False
alt_plus,ge3_seal02_tn8+same_break,touch3,3,3,1.0000,1,1,1.0000,2,2,1.0000,False
alt_plus,ge3_seal02_tn8+same_break,hold_3d,4,3,0.7500,1,1,1.0000,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+not_same,maxc3,45,38,0.8444,24,20,0.8333,21,18,0.8571,False
alt_plus,ge3_seal02_tn8+not_same,hold_close,45,37,0.8222,24,20,0.8333,21,17,0.8095,False
alt_plus,ge3_seal02_tn8+not_same,hold_flat,45,37,0.8222,24,20,0.8333,21,17,0.8095,False
alt_plus,ge3_seal02_tn8+not_same,hold_touch3,45,34,0.7556,24,17,0.7083,21,17,0.8095,False
alt_plus,ge3_seal02_tn8+not_same,open_up,39,13,0.3333,21,6,0.2857,18,7,0.3889,False
alt_plus,ge3_seal02_tn8+not_same,open_flat,39,24,0.6154,21,13,0.6190,18,11,0.6111,False
alt_plus,ge3_seal02_tn8+not_same,touch3,39,28,0.7179,21,14,0.6667,18,14,0.7778,False
alt_plus,ge3_seal02_tn8+not_same,hold_3d,43,26,0.6047,23,15,0.6522,20,11,0.5500,False
alt_plus,ge3_seal02_tn8+seal03,maxc3,15,11,0.7333,7,4,0.5714,8,7,0.8750,False
alt_plus,ge3_seal02_tn8+seal03,hold_close,15,10,0.6667,7,4,0.5714,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+seal03,hold_flat,15,10,0.6667,7,4,0.5714,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+seal03,hold_touch3,15,11,0.7333,7,4,0.5714,8,7,0.8750,False
alt_plus,ge3_seal02_tn8+seal03,open_up,12,5,0.4167,6,3,0.5000,6,2,0.3333,False
alt_plus,ge3_seal02_tn8+seal03,open_flat,12,8,0.6667,6,3,0.5000,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+seal03,touch3,12,8,0.6667,6,3,0.5000,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+seal03,hold_3d,14,10,0.7143,7,4,0.5714,7,6,0.8571,False
alt_plus,ge3_seal02_tn8+seal05,maxc3,8,4,0.5000,5,2,0.4000,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+seal05,hold_close,8,4,0.5000,5,2,0.4000,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+seal05,hold_flat,8,4,0.5000,5,2,0.4000,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+seal05,hold_touch3,8,4,0.5000,5,2,0.4000,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+seal05,open_up,8,3,0.3750,5,2,0.4000,3,1,0.3333,False
alt_plus,ge3_seal02_tn8+seal05,open_flat,8,5,0.6250,5,2,0.4000,3,3,1.0000,False
alt_plus,ge3_seal02_tn8+seal05,touch3,8,4,0.5000,5,2,0.4000,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+seal05,hold_3d,7,3,0.4286,5,2,0.4000,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+seal08,maxc3,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge3_seal02_tn8+seal08,hold_close,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge3_seal02_tn8+seal08,hold_flat,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge3_seal02_tn8+seal08,hold_touch3,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge3_seal02_tn8+seal08,open_up,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge3_seal02_tn8+seal08,open_flat,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge3_seal02_tn8+seal08,touch3,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge3_seal02_tn8+seal08,hold_3d,2,0,0.0000,2,0,0.0000,0,0,,False
alt_plus,ge3_seal02_tn8+tn6,maxc3,49,41,0.8367,25,21,0.8400,24,20,0.8333,False
alt_plus,ge3_seal02_tn8+tn6,hold_close,49,39,0.7959,25,21,0.8400,24,18,0.7500,False
alt_plus,ge3_seal02_tn8+tn6,hold_flat,49,39,0.7959,25,21,0.8400,24,18,0.7500,False
alt_plus,ge3_seal02_tn8+tn6,hold_touch3,49,38,0.7755,25,18,0.7200,24,20,0.8333,False
alt_plus,ge3_seal02_tn8+tn6,open_up,42,14,0.3333,22,7,0.3182,20,7,0.3500,False
alt_plus,ge3_seal02_tn8+tn6,open_flat,42,25,0.5952,22,14,0.6364,20,11,0.5500,False
alt_plus,ge3_seal02_tn8+tn6,touch3,42,31,0.7381,22,15,0.6818,20,16,0.8000,False
alt_plus,ge3_seal02_tn8+tn6,hold_3d,47,29,0.6170,24,16,0.6667,23,13,0.5652,False
alt_plus,ge3_seal02_tn8+tn8,maxc3,49,41,0.8367,25,21,0.8400,24,20,0.8333,False
alt_plus,ge3_seal02_tn8+tn8,hold_close,49,39,0.7959,25,21,0.8400,24,18,0.7500,False
alt_plus,ge3_seal02_tn8+tn8,hold_flat,49,39,0.7959,25,21,0.8400,24,18,0.7500,False
alt_plus,ge3_seal02_tn8+tn8,hold_touch3,49,38,0.7755,25,18,0.7200,24,20,0.8333,False
alt_plus,ge3_seal02_tn8+tn8,open_up,42,14,0.3333,22,7,0.3182,20,7,0.3500,False
alt_plus,ge3_seal02_tn8+tn8,open_flat,42,25,0.5952,22,14,0.6364,20,11,0.5500,False
alt_plus,ge3_seal02_tn8+tn8,touch3,42,31,0.7381,22,15,0.6818,20,16,0.8000,False
alt_plus,ge3_seal02_tn8+tn8,hold_3d,47,29,0.6170,24,16,0.6667,23,13,0.5652,False
alt_plus,ge3_seal02_tn8+tn10,maxc3,37,32,0.8649,19,16,0.8421,18,16,0.8889,False
alt_plus,ge3_seal02_tn8+tn10,hold_close,37,30,0.8108,19,16,0.8421,18,14,0.7778,False
alt_plus,ge3_seal02_tn8+tn10,hold_flat,37,30,0.8108,19,16,0.8421,18,14,0.7778,False
alt_plus,ge3_seal02_tn8+tn10,hold_touch3,37,27,0.7297,19,13,0.6842,18,14,0.7778,False
alt_plus,ge3_seal02_tn8+tn10,open_up,31,9,0.2903,16,5,0.3125,15,4,0.2667,False
alt_plus,ge3_seal02_tn8+tn10,open_flat,31,18,0.5806,16,10,0.6250,15,8,0.5333,False
alt_plus,ge3_seal02_tn8+tn10,touch3,31,21,0.6774,16,10,0.6250,15,11,0.7333,False
alt_plus,ge3_seal02_tn8+tn10,hold_3d,36,21,0.5833,18,11,0.6111,18,10,0.5556,False
alt_plus,ge3_seal02_tn8+unopened,maxc3,27,24,0.8889,13,12,0.9231,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+unopened,hold_close,27,22,0.8148,13,12,0.9231,14,10,0.7143,False
alt_plus,ge3_seal02_tn8+unopened,hold_flat,27,22,0.8148,13,12,0.9231,14,10,0.7143,False
alt_plus,ge3_seal02_tn8+unopened,hold_touch3,27,22,0.8148,13,10,0.7692,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+unopened,open_up,24,8,0.3333,12,5,0.4167,12,3,0.2500,False
alt_plus,ge3_seal02_tn8+unopened,open_flat,24,13,0.5417,12,8,0.6667,12,5,0.4167,False
alt_plus,ge3_seal02_tn8+unopened,touch3,24,19,0.7917,12,9,0.7500,12,10,0.8333,False
alt_plus,ge3_seal02_tn8+unopened,hold_3d,26,18,0.6923,12,10,0.8333,14,8,0.5714,False
alt_plus,ge3_seal02_tn8+opened,maxc3,22,17,0.7727,12,9,0.7500,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+opened,hold_close,22,17,0.7727,12,9,0.7500,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+opened,hold_flat,22,17,0.7727,12,9,0.7500,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+opened,hold_touch3,22,16,0.7273,12,8,0.6667,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+opened,open_up,18,6,0.3333,10,2,0.2000,8,4,0.5000,False
alt_plus,ge3_seal02_tn8+opened,open_flat,18,12,0.6667,10,6,0.6000,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+opened,touch3,18,12,0.6667,10,6,0.6000,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+opened,hold_3d,21,11,0.5238,12,6,0.5000,9,5,0.5556,False
alt_plus,ge3_seal02_tn8+early,maxc3,46,39,0.8478,23,20,0.8696,23,19,0.8261,False
alt_plus,ge3_seal02_tn8+early,hold_close,46,37,0.8043,23,20,0.8696,23,17,0.7391,False
alt_plus,ge3_seal02_tn8+early,hold_flat,46,37,0.8043,23,20,0.8696,23,17,0.7391,False
alt_plus,ge3_seal02_tn8+early,hold_touch3,46,36,0.7826,23,17,0.7391,23,19,0.8261,False
alt_plus,ge3_seal02_tn8+early,open_up,39,14,0.3590,20,7,0.3500,19,7,0.3684,False
alt_plus,ge3_seal02_tn8+early,open_flat,39,24,0.6154,20,13,0.6500,19,11,0.5789,False
alt_plus,ge3_seal02_tn8+early,touch3,39,29,0.7436,20,14,0.7000,19,15,0.7895,False
alt_plus,ge3_seal02_tn8+early,hold_3d,44,28,0.6364,22,15,0.6818,22,13,0.5909,False
alt_plus,ge3_seal02_tn8+not_early,maxc3,3,2,0.6667,2,1,0.5000,1,1,1.0000,False
alt_plus,ge3_seal02_tn8+not_early,hold_close,3,2,0.6667,2,1,0.5000,1,1,1.0000,False
alt_plus,ge3_seal02_tn8+not_early,hold_flat,3,2,0.6667,2,1,0.5000,1,1,1.0000,False
alt_plus,ge3_seal02_tn8+not_early,hold_touch3,3,2,0.6667,2,1,0.5000,1,1,1.0000,False
alt_plus,ge3_seal02_tn8+not_early,open_up,3,0,0.0000,2,0,0.0000,1,0,0.0000,False
alt_plus,ge3_seal02_tn8+not_early,open_flat,3,1,0.3333,2,1,0.5000,1,0,0.0000,False
alt_plus,ge3_seal02_tn8+not_early,touch3,3,2,0.6667,2,1,0.5000,1,1,1.0000,False
alt_plus,ge3_seal02_tn8+not_early,hold_3d,3,1,0.3333,2,1,0.5000,1,0,0.0000,False
alt_plus,ge3_seal02_tn8+suc8,maxc3,23,19,0.8261,15,12,0.8000,8,7,0.8750,False
alt_plus,ge3_seal02_tn8+suc8,hold_close,23,19,0.8261,15,12,0.8000,8,7,0.8750,False
alt_plus,ge3_seal02_tn8+suc8,hold_flat,23,19,0.8261,15,12,0.8000,8,7,0.8750,False
